No,Wavelet transform,easting,northing,lat,long,NSE_train,KGE_train,Pearson_r_train,Spearman_r_train,Mean_ratio_train,STD_ratio_train,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test,P,PET,TAS,DTR,HUSS,WIND,PSURF,RLDS,RSDS,elev,slope,hand,t_clay,t_sand,t_silt,t_bd,s_clay,s_sand,s_silt,s_bd,ts,sy,sdf,pop_dens,irri_int,gw_abs,Aquifer,Top Soil,Sub Soil
2,Annual,420565,199295,51.692029,-1.703877,0.5810103,0.5279631,0.8787254,0.849075375,1.1255562,0.56142765,0.5944724,0.4617536,0.9183383,0.922915936,1.0986185,0.4772058,1.774808322,1.449792648,283.8722098,7.806790904,0.006789171,3.601816307,100541.3821,323.5834183,119.619524,72.23679352,0.437775344,3.100006104,11,80,9,1.570000052,19,72,9,1.480000019,0.1,0.06,3.630712238,120.7160504,251,100.3227158,Oolites,sandy loam,sandy loam
10,Multiannual,564245,171712,51.420622,0.360804,0.83321404,0.7928514,0.91946447,0.928383061,1.0003812,0.8091487,0.7248205,0.60133266,0.9043712,0.901942099,0.994617,0.6130098,1.55312158,1.441988728,284.1749941,8.545290384,0.006881943,3.595321925,100933.1047,322.1982433,118.697084,29.95890617,8.036122322,2.699998856,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,17.75109429,1628.325082,251,8.552083015,Chalk,sandy loam,sandy loam
16,Annual,559541,251790,52.141359,0.329989,0.8678335,0.8828732,0.9322398,0.937193582,1.0011692,0.90447104,0.74103343,0.7621732,0.9134816,0.908999233,1.0120252,0.7787957,1.659912373,1.520334182,283.6082373,8.084611253,0.006621065,4.570798286,100299.7665,320.283539,117.9390734,94.82769775,2.581180811,0.599998474,49,19,32,1.24000001,51,18,31,1.230000019,550,0.015,56.57861324,79.5966272,5001,0,Chalk,clay,clay
19,Annual,398635,198815,51.688083,-2.021137,0.7687474,0.77444404,0.8811612,0.888634809,0.9910098,0.8085011,0.81439793,0.82903814,0.9040172,0.888454332,1.004331,0.8585917,2.135761228,1.455074024,283.6789407,7.50607898,0.00675482,3.675112559,100112.9999,322.9832031,121.2067578,108.0771637,6.447398186,3.100006104,54,22,24,1.230000019,44,34,22,1.279999971,184,0.02,5.50101399,191.3660449,251,0,Oolites,clay,clay
20,Decadal,343971,449275,53.936531,-2.854924,0.8018431,0.7562213,0.9056086,0.87381244,0.9822314,0.7759419,0.5816497,0.8046576,0.85054415,0.872334298,0.9377341,1.1092951,2.910186199,1.423306154,283.3801806,6.350821513,0.006544172,4.30205114,101263.0669,323.2557912,113.9052436,5.284296989,1.035665751,2,40,20,40,0.275924206,27,47,26,0.282238722,33,0.01,4.736840749,107.7348115,1,0,Triassic Sandstone,silty clay loam,sandy clay loam
25,Annual,578560,259851,52.207941,0.611861,-1.6777706,0.045327604,0.056748394,-0.020798182,0.9948875,0.85286623,-0.9857646,0.14591968,0.1577575,0.146372392,0.9972188,0.8583261,1.635104048,1.536528911,283.5276495,8.134556528,0.006600667,4.727977888,100221.3077,319.5905124,119.5125218,106.7295685,1.41345036,8.599998474,49,19,32,1.24000001,51,18,31,1.230000019,550,0.015,66.71101306,62.53911903,5001,0,Lower Greensand,clay,clay
27,Annual,448933,465244,54.080785,-1.253548,0.38467014,0.58243537,0.67394936,0.659260495,1.1936327,0.82519144,-1.8099897,-0.096881986,0.69952124,0.711390796,1.6838328,1.8032923,1.804764514,1.450493758,283.169312,7.298685801,0.006473304,4.39065183,100971.3674,320.6883556,116.8230968,11.51841831,3.990374088,2.5,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,2.098813414,54.82825985,251,1.755312324,Triassic Sandstone,sandy loam,sandy clay loam
28,Multiannual,607216,229729,51.927485,1.012393,0.6715146,0.6625943,0.8339516,0.834421711,1.0114025,0.7065041,0.48075014,0.4689759,0.7860925,0.777072139,1.0307919,0.5149421,1.557228912,1.595576227,284.1248836,7.091237781,0.006799936,4.841553541,101108.8555,321.6139865,122.2307161,36.98066711,0.18478559,1.099998474,11,80,9,1.570000052,19,72,9,1.480000019,100,0.005,73.2195829,146.1015437,1001,403.6683655,Chalk,sandy loam,sandy loam
30,Annual,396769,197268,51.674166,-2.048116,0.8770233,0.8126274,0.9447365,0.948598455,1.0079094,0.82113755,0.85175097,0.81795067,0.963635,0.966458898,0.89203525,0.8580034,2.191566265,1.507869814,283.5724853,7.50607898,0.006726442,4.437943883,99892.3466,322.4941285,122.4190621,105.9273071,5.86828661,0,49,19,32,1.24000001,51,18,31,1.230000019,184,0.02,3.601596885,118.5838186,251,0,Oolites,clay,clay
39,Annual,565789,308887,52.652362,0.44945,0.75738657,0.8143924,0.871161,0.873452268,1.0016001,0.8664059,0.3950411,0.75568914,0.88698614,0.884560626,1.0116439,1.2162942,1.655038334,1.542443326,283.8114913,7.692880738,0.006690547,4.809887074,101140.5627,321.6680478,118.8323424,25.75464821,2.866908073,9.100000381,24,47,29,1.389999986,34,39,27,1.330000043,270,0.0006,36.36913814,86.16199832,1001,0,Oolites,loam,clay loam
40,Annual,425845,177785,51.498413,-1.62907,0.96387535,0.9433209,0.9824511,0.984019881,1.0019664,0.946142,0.91977787,0.8813482,0.9651717,0.970023088,0.97184116,0.8901261,2.085323112,1.430224045,283.4221576,8.146276078,0.006670139,3.57681094,99585.69107,321.0483747,120.5927805,145.401825,4.977367401,2.900009155,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,23.26764567,63.91252609,51,0,Chalk,loam,loam
41,Annual,413670,155000,51.293964,-1.805328,0.81415844,0.75742584,0.9176715,0.922194849,1.057976,0.77931345,0.73178375,0.6196568,0.89593303,0.915901044,1.0304118,0.6354381,2.065060243,1.424075134,283.8368797,8.146276078,0.006819661,3.602016673,100314.2531,322.8489577,119.2308011,91.65601349,1.219533682,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,17.86687235,38.70026976,51,0,Chalk,loam,clay loam
43,Annual,448976,432699,53.7883,-1.258096,0.56999236,0.7938817,0.79569787,0.85088499,0.9985501,1.0272679,0.631603,0.80161124,0.81171966,0.85125702,0.99819654,0.93751085,1.782858708,1.463109762,283.2326318,7.170043959,0.00649442,4.384559272,101020.3054,321.1436988,117.522461,32.67578125,1.742551088,18.59999847,22,42,36,1.399999976,25,41,34,1.379999995,260,0.01,1.035799115,209.830765,501,0,Magnesian Limestone,loam,loam
44,Annual,410831,173495,51.460324,-1.845486,0.9592412,0.94005466,0.98012686,0.978075204,1.0028775,0.94351816,0.9194447,0.828933,0.9700183,0.970302436,1.016693,0.8324103,2.090032861,1.414637589,283.3713217,8.146276078,0.006671166,3.622997394,99463.05551,320.9927486,119.8312534,169.6733551,2.168588877,0,19,37,44,1.409999967,0,0,0,0,550,0.015,16.68386135,55.30039445,51,0,Chalk,loam,
47,Multiannual,353845,323455,52.806649,-2.686111,0.8296677,0.85610473,0.9263089,0.904392904,0.9981704,0.8764215,-1.2444108,0.2215541,0.70382345,0.697864884,0.99619144,1.7199001,1.978641838,1.470433681,283.2644253,7.561281574,0.006596053,4.522811254,99995.14311,322.4232399,119.1296246,109.8624115,2.851191759,21.8999939,9,78,13,1.600000024,23,64,13,1.429999948,33,0.01,0.746485285,58.38724439,1001,0,Permian Sandstone,sandy loam,sandy clay loam
56,Annual,453385,171915,51.443713,-1.233251,0.8612899,0.8426628,0.9308738,0.92105531,0.99923944,0.8586646,0.8277329,0.92467964,0.926305,0.943747392,0.9859543,0.9933,1.904435923,1.445932033,283.8928053,8.427272862,0.006793639,3.504383624,100541.3867,322.6904051,120.256108,75.01563263,1.732971549,7.099998474,51,17,32,1.220000029,52,19,29,1.230000019,550,0.015,20.96205399,285.8142319,51,0,Chalk,clay,clay
58,Multiannual,551843,166864,51.380518,0.180509,0.66348153,0.829407,0.83990985,0.828745081,0.9978507,0.94110733,0.5875856,0.5594497,0.80541337,0.691677051,1.0018024,0.6047574,1.80520263,1.486567394,283.8676973,8.545290384,0.006793129,4.29217972,100310.4435,320.8698561,119.2385405,99.65593719,2.191395521,36.89999771,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,14.00146388,790.3823844,1,0,Lower Greensand,loam,loam
63,Annual,448505,129295,51.060948,-1.309225,0.67971873,0.80114084,0.8287565,0.908191361,1.0064216,0.8991095,0.6291296,0.81283456,0.82619953,0.878987523,0.982704,0.93273485,2.334118291,1.492894216,284.2321417,8.427272862,0.006940891,3.478965306,101053.1699,323.5752847,125.3829818,36.06915283,0.886274159,2.700000763,19,37,44,1.409999967,0,0,0,0,550,0.015,39.7843388,577.4225931,1,1324.546875,Chalk,loam,
67,Annual,442090,472497,54.14657,-1.357128,0.9023133,0.9496377,0.95144105,0.949816348,0.9945498,0.98781,0.702989,0.834414,0.9025786,0.9048759,0.9737897,1.1313094,1.848138005,1.447844086,283.1568835,7.298685801,0.006463241,4.36136628,100999.2444,320.699201,116.6318292,18.49160576,3.662299156,3.700000763,10,76,14,1.580000043,26,60,14,1.409999967,33,0.01,0.143062262,65.31352166,251,0,Triassic Sandstone,sandy loam,sandy clay loam
75,Multiannual,383541,264701,52.280196,-2.242666,0.83049595,0.7802165,0.919764,0.920114577,1.0000755,0.7953865,0.44124502,0.5862188,0.72301126,0.75222256,0.9534562,0.6961492,1.860624318,1.509949268,283.7021859,7.772891658,0.006731617,4.473324615,100513.8787,323.9325984,120.3383844,66.90311432,4.698286533,22.70000076,19,45,36,1.419999957,27,39,34,1.360000014,33,0.01,2.762280056,125.1209151,1001,0,Triassic Sandstone,loam,loam
79,Annual,518302,448799,53.921812,-0.200043,0.70428723,0.70157504,0.85558414,0.831662465,1.0461767,0.74296135,0.24758005,0.35101277,0.68779993,0.711249833,1.2122943,0.47213033,1.761829132,1.456948586,283.2147232,6.699781022,0.006582028,4.824029507,100914.8492,320.0631503,119.5338798,19.15652275,1.215430617,6.399999619,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,25.91513592,105.0961988,51,0,Chalk,loam,clay loam
82,Annual,427625,287725,52.48674,-1.594605,0.8826202,0.9325433,0.9399886,0.952502011,1.0006828,0.9692023,-0.03933072,0.6744489,0.6766144,0.651852803,0.97306925,0.9739251,2.03543264,1.476348369,283.2553545,8.078422874,0.006550084,4.356141879,99825.81858,321.4211187,117.8008268,118.1890106,3.098351002,3.800003052,22,41,37,1.399999976,29,37,34,1.350000024,300,0.00064,1.146802223,178.8040171,501,3710.9375,Unallocated to aquifers,loam,clay loam
85,Annual,464601,421302,53.684177,-1.023343,0.80003214,0.7057583,0.91684854,0.911711276,1.0381894,0.7203481,0.70245016,0.58691865,0.8929794,0.904236012,0.8919718,0.6159271,1.724808325,1.468676392,283.4262992,7.170043959,0.006558483,4.44135813,101333.7428,321.857515,116.9879701,5.946015835,1.077541709,3.5,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,1.214954487,140.2040489,51,0,Triassic Sandstone,loam,clay loam
89,Annual,462352,481645,54.22672,-1.045082,0.64864516,0.61403954,0.82824963,0.8605879,0.9956134,0.65438783,0.68969727,0.62250835,0.8552042,0.92026148,0.9994191,0.6513835,2.144030667,1.419791766,282.7708896,7.298685801,0.006378721,3.711484696,100319.1654,318.5060203,120.9635355,71.12849426,6.01686573,25.70000076,51,17,32,1.220000029,52,19,29,1.230000019,0.1,0.02,2.519740571,20.22620447,751,0,Corallian Limestone,clay,clay
90,Annual,386475,262865,52.26377,-2.199586,0.66655314,0.55483747,0.8704146,0.890797365,1.0313116,0.575269,0.60471857,0.5032665,0.8408824,0.871436333,1.0342135,0.53068703,1.830120482,1.522876965,283.9057363,7.772891658,0.00678863,4.463854511,100914.5803,324.8520293,120.3742035,37.08323669,6.494699478,5.5,22,41,37,1.399999976,29,37,34,1.350000024,33,0.01,0.371337496,481.1097267,1001,0,Triassic Sandstone,loam,clay loam
94,Annual,332235,325805,52.825485,-3.007123,0.7968566,0.72300565,0.9235753,0.924209213,1.101552,0.75388706,0.68072355,0.6725605,0.855252,0.843327856,0.9159183,0.71858704,2.028641843,1.420651125,283.4562464,6.964348333,0.006673145,3.852067867,100208.9122,323.4348426,118.0521118,77.65715027,2.241098881,1.599998474,9,78,13,1.600000024,23,64,13,1.429999948,33,0.01,2.50660904,220.7467912,251,0,Triassic Sandstone,sandy loam,sandy clay loam
99,Annual,355825,319105,52.767714,-2.656152,0.79024947,0.9110695,0.9114134,0.894711932,1.0043209,1.0065143,0.60855585,0.8292404,0.8295301,0.834252246,0.9947783,1.0084668,1.831653888,1.423265937,283.5311753,7.561281574,0.006673111,3.765587659,100506.0203,323.6572066,117.6608748,67.76834869,0.685847819,3.599998474,5,89,6,1.700000048,5,89,6,1.700000048,30,0.14,0.178960653,116.0637785,1001,0,Permian Sandstone,sand,sand
107,Annual,419454,172560,51.451688,-1.721421,0.9542877,0.9664949,0.9768857,0.978164102,1.001189,0.9757742,0.9031466,0.8818683,0.9556513,0.953428941,1.0211756,0.8925765,2.106516978,1.424991458,283.4438774,8.146276078,0.006685371,4.347945887,99604.37405,321.1725091,115.4419778,141.0203552,3.681048393,4.5,19,37,44,1.409999967,0,0,0,0,550,0.015,23.71928791,148.7496959,51,0,Chalk,loam,
111,Annual,576126,301843,52.585849,0.598347,0.858476,0.9272977,0.9314092,0.939197512,0.9990278,1.0240853,0.85385716,0.92563283,0.9326103,0.932984686,1.0034816,1.0312592,1.757447973,1.514748191,283.9371567,7.787020949,0.006728615,4.120896593,101269.4926,321.9906274,120.2531564,17.40144539,0.39579463,10.19999981,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,46.63534513,30.06412326,5001,0,Chalk,sand,loamy sand
116,Annual,415687,146780,51.22,-1.776759,0.77423024,0.8459985,0.9119623,0.916443188,1.0682855,0.89368737,0.64963037,0.8010532,0.8332056,0.820195427,0.9621981,0.89836544,2.053504927,1.475082859,283.9302454,8.146276078,0.006853157,3.588728295,100463.0556,323.0929493,123.968786,78.47982788,1.641875148,4.199996948,19,37,44,1.409999967,0,0,0,0,550,0.015,18.61297705,182.7381644,51,0,Chalk,loam,
117,Annual,415674,146792,51.220108,-1.776945,0.8560115,0.9263367,0.929832,0.933622955,1.0003347,1.0224229,0.7245486,0.911862,0.9307246,0.915572181,0.94619113,1.0085934,2.053504927,1.475082859,283.9302454,8.146276078,0.006853157,3.588728295,100463.0556,323.0929493,123.968786,79.05967712,2.379065037,4.199996948,19,37,44,1.409999967,0,0,0,0,550,0.015,18.6175394,182.2749278,51,0,Chalk,loam,
118,Annual,404780,193710,51.642166,-1.932313,0.29767257,0.626439,0.8308692,0.856653711,1.0639933,1.3268845,-0.6259899,0.71832037,0.8783584,0.910114571,1.2447369,1.0682064,1.860186198,1.440753148,283.800845,7.806790904,0.006788026,3.652046548,100362.2999,323.4089062,119.5111818,83.46429443,0.191424772,0.400001526,22,42,36,1.399999976,25,41,34,1.379999995,0.1,0.06,5.988597057,113.806982,251,0,Oolites,loam,loam
128,Annual,479475,148665,51.231643,-0.863102,0.9019204,0.8594738,0.9538866,0.958643585,0.995232,0.8673415,0.7821402,0.89815104,0.9030776,0.901956767,1.0253756,0.9816885,1.962705362,1.427074733,283.8851581,8.449890581,0.006808466,3.443880902,100427.2445,321.7829931,119.9607737,91.49639893,3.107840776,7,19,37,44,1.409999967,0,0,0,0,550,0.015,19.59968282,517.1250436,251,0,Chalk,loam,
131,Multiannual,572288,171659,51.41776,0.47634,-0.34174216,0.74893165,0.7525898,0.695609653,0.99552196,0.9575367,-2.83839,0.32372743,0.45671743,0.451731597,0.9922842,0.59735,1.649780943,1.47276504,284.2035206,8.545290384,0.006896981,3.629324914,100977.2587,322.2351621,121.569295,56.71195221,1.497074246,24.5,11,80,9,1.570000052,19,72,9,1.480000019,90,0.001,24.47339055,1074.38586,251,0,Chalk,sandy loam,sandy loam
136,Multiannual,552259,226414,51.915438,0.212382,0.8543457,0.8463196,0.9530629,0.945038305,0.9920209,0.8538811,0.76915115,0.67755705,0.9093492,0.894546922,0.9967145,0.69058,1.581106239,1.461786966,283.699007,8.170865377,0.006660219,3.701196744,100328.6079,320.6162787,118.788952,99.39503479,10.81232929,14.79999542,4,87,9,1.730000019,4,88,8,1.74000001,100,0.005,43.26085039,252.0835559,101,0,Chalk,sand,sand
139,Annual,607453,285624,52.42921,1.049995,0.65689164,0.69909334,0.8308201,0.863532737,0.98292553,0.7517442,-2.4471545,0.60903937,0.6275224,0.625426489,1.1050856,0.94461536,1.687732746,1.580856464,283.7854632,7.481927803,0.00669666,5.110700672,100921.7433,320.5228896,121.5999924,51.03430939,0.415271312,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,80.26077029,81.06147605,5001,8.77319622,Chalk,loam,clay loam
143,Annual,552677,163876,51.353447,0.191201,0.8641701,0.88513255,0.93082243,0.946971384,1.015632,0.90964323,-0.14207292,0.5885308,0.7693827,0.789515534,1.1485342,1.3066976,1.862705366,1.504126994,284.0814532,8.545290384,0.006863022,3.532449297,100730.0791,321.8434722,125.4257969,46.84046936,6.628939629,1.599998474,9,77,14,1.600000024,17,67,16,1.480000019,550,0.015,16.39938893,387.0153468,1,0,Chalk,sandy loam,sandy loam
146,Annual,433405,153605,51.280609,-1.522434,0.4516976,0.8690029,0.89995044,0.914515328,0.9935679,0.9156865,-1.1014566,0.8090028,0.8185512,0.824165559,0.9920259,0.9409033,2.277929899,1.526114043,283.2432422,8.146276078,0.006631776,5.048969182,99111.99449,319.6531516,122.9230293,200.5324402,3.674587965,18.8999939,22,42,36,1.399999976,25,41,34,1.379999995,550,0.015,34.56270198,105.1835938,1,0,Chalk,loam,loam
151,Annual,446155,152255,51.267583,-1.339817,0.9043855,0.8706835,0.95404,0.961370044,1.0031735,0.8791683,0.9296826,0.888132,0.97009426,0.960299173,1.0131489,0.8930086,2.112102958,1.504572999,283.6728276,8.427272862,0.006751586,4.259260917,100011.8782,321.4346801,123.1500028,104.7096481,6.08608675,9.900001526,19,37,44,1.409999967,0,0,0,0,550,0.015,37.07334892,85.92842909,1,0,Chalk,loam,
153,Annual,401936,206076,51.753367,-1.973348,0.87497735,0.8371057,0.9400923,0.954143606,1.0187055,0.8496816,0.7486868,0.67503154,0.9487097,0.955762001,0.793805,0.7541197,2.309309963,1.478261465,283.3965685,7.806790904,0.006663631,3.665536332,99620.83809,321.7031673,124.2880762,123.4022064,1.677462578,0,22,42,36,1.399999976,0,0,0,0,184,0.02,4.419534381,194.6280935,51,0,Oolites,loam,
157,Multiannual,557690,167110,51.381135,0.264566,0.4684949,0.7447625,0.8569563,0.815858695,0.9955856,0.7886598,-0.033817887,0.7621561,0.844066,0.80327508,1.0041659,0.82045585,1.70640745,1.482532048,283.9003305,8.545290384,0.006804748,4.314099311,100371.1792,320.9554519,118.5579835,104.5039063,3.228269339,8.199996948,24,48,28,1.399999976,34,41,25,1.330000043,550,0.015,16.64911602,398.7543659,1,0,Chalk,sandy clay loam,clay loam
164,Decadal,334360,392220,53.422661,-2.989207,0.9219843,0.9239187,0.9605776,0.957497131,0.9997532,0.93493086,-11.449583,0.177522,0.32339838,0.372047842,0.95948774,0.5341274,2.26993428,1.4334808,283.5335003,6.877820409,0.006639741,4.460422006,101068.2013,324.0046103,114.452974,18.92000008,0.511613369,0,19,37,44,1.409999967,31,31,38,1.330000043,33,0.01,4.288917043,5253.566562,101,0,Triassic Sandstone,loam,clay loam
170,Multiannual,414935,236635,52.027922,-1.783724,0.79424083,0.78510076,0.8996126,0.900548628,1.0114105,0.810334,0.4719264,0.65852034,0.7375494,0.697951086,0.97393024,0.7830958,2.201369113,1.486694874,282.6738169,8.078422874,0.006422,5.137881642,98309.42605,318.4334692,118.8840482,223.177536,4.186089993,0,22,42,36,1.399999976,0,0,0,0,20,0.0015,4.617745516,89.72379056,501,0,Triassic Sandstone,loam,
183,Annual,331455,412895,53.608095,-3.037443,0.87833846,0.8726181,0.94689643,0.954555376,1.0342327,0.8893942,0.4476788,0.81034994,0.94054586,0.938399539,0.846139,0.9064138,2.36286966,1.442798336,283.5159739,6.855202712,0.006621917,4.423502018,101012.0595,323.9741524,114.9868724,12.58535576,1.128607273,3.699999809,6,79,15,1.659999967,6,79,15,1.659999967,33,0.01,3.890955407,967.4226659,1,859.6873169,Triassic Sandstone,loamy sand,loamy sand
198,Annual,454968,202040,51.714399,-1.205771,0.6175711,0.794804,0.80295,0.826815594,1.0091404,0.9434954,-2.79227,0.34494317,0.86965895,0.860477041,1.0890875,1.6357598,1.575848849,1.459395761,283.9417424,7.847316624,0.006780013,3.527071591,100750.0911,323.3797584,119.8601377,61.6640625,1.743529677,0,49,19,32,1.24000001,51,18,31,1.230000019,700,0.0005,6.364006219,1296.275839,251,0,Corallian Limestone,clay,clay
199,Multiannual,409685,343975,52.993009,-1.857154,0.78682375,0.75899565,0.8941345,0.897494938,1.0086603,0.78366625,-0.16065764,0.47689545,0.6804225,0.69142006,0.96051383,1.4122521,2.503723986,1.457611449,282.8239338,7.60476465,0.006411557,3.604560677,99361.98437,319.8677487,123.1761362,117.265274,22.43667221,0,22,42,36,1.399999976,25,41,34,1.379999995,33,0.01,0.193519238,76.27861278,51,0,Triassic Sandstone,loam,loam
201,Annual,412835,196695,51.66888,-1.815801,0.7774425,0.7382176,0.89114964,0.887660403,0.9994554,0.76192373,0.6501788,0.8591006,0.9213167,0.931913887,1.0784703,0.9133773,1.829846656,1.44795728,283.8558121,7.806790904,0.006794074,3.625636358,100491.2032,323.5896878,119.7354865,77.45097351,1.90690434,2.5,19,41,40,1.419999957,19,44,37,1.419999957,0.1,0.06,0.698360077,102.2323306,251,0,Oolites,loam,loam
208,Multiannual,577589,163996,51.347292,0.548667,0.74930954,0.66121316,0.9025209,0.890292503,0.9959208,0.67556584,0.49406874,0.3802225,0.81432354,0.770208843,0.99750996,0.40869462,1.92809419,1.473495068,283.9302469,7.604655088,0.006838891,4.386330236,100272.4425,320.8547403,118.0009821,77.01148224,1.07695508,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,20.99154549,2323.999256,251,0,Chalk,loam,clay loam
212,Annual,495770,459389,54.021611,-0.539688,0.8684692,0.8466371,0.93486506,0.960704439,0.99861115,0.8611634,0.8574114,0.76367617,0.9427445,0.960877083,0.99235594,0.7708445,2.05125958,1.430256391,282.960595,7.124206013,0.006474843,3.904746439,100454.7973,319.0859143,121.2497749,42.91136932,2.166847944,3.299999237,19,37,44,1.409999967,0,0,0,0,550,0.015,12.49834141,36.34496131,51,0,Chalk,loam,
215,Annual,539286,110151,50.874079,-0.021704,0.9398091,0.9106441,0.9710746,0.974245637,0.9980013,0.9154791,0.9401456,0.87206095,0.9748294,0.963649738,0.9979823,0.87457776,2.569605697,1.515263682,284.0234199,6.292935412,0.006973302,4.154124954,100466.8641,321.1422448,128.649225,39.60405731,5.538887501,0,19,37,44,1.409999967,0,0,0,0,550,0.015,8.541541122,355.4582339,1,83.046875,Chalk,loam,
216,Annual,561311,266770,52.275407,0.362962,0.7863471,0.9195095,0.92627954,0.924751245,0.99565184,0.96798563,0.7540074,0.7844678,0.9061553,0.866971381,0.9964255,0.8060066,1.494304489,1.5174097,284.0416214,8.084611253,0.00674239,3.877482833,101298.374,322.4407196,120.7636216,27.78457069,3.071474552,20,8,76,16,1.610000014,8,76,16,1.116897106,550,0.015,49.22736176,337.0170208,5001,0,Chalk,sandy loam,sandy loam
227,Annual,513965,108505,50.864826,-0.381931,0.13692522,0.54363096,0.6534484,0.711325631,0.9966287,0.7030782,-0.7563853,0.08994496,0.39302298,0.552107914,0.9928202,0.32196835,2.324151147,1.462951549,283.8610151,6.292935412,0.006891824,4.890391678,100144.55,320.4711682,119.0361029,128.1636658,5.773172379,40.90000153,19,37,44,1.409999967,31,31,38,1.330000043,550,0.015,19.05303409,897.953891,1001,0,Chalk,loam,clay loam
230,Annual,418175,167485,51.406099,-1.740086,0.8915814,0.9282817,0.94622225,0.956300604,0.99753296,0.95261526,0.8648824,0.8139426,0.9366962,0.936614628,0.9997782,0.8250438,2.221851037,1.394601764,283.3169646,8.146276078,0.006652855,3.592794117,99324.95113,320.5073551,118.1628287,165.2292175,3.182320356,0,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,20.92693362,160.3575095,51,0,Chalk,loam,clay loam
232,Annual,507065,102705,50.814006,-0.481634,0.7090868,0.70979834,0.8473525,0.871318743,0.9978631,0.7531995,0.70299596,0.7779872,0.84093076,0.821089864,1.0142543,0.8457831,1.974260677,1.496369762,284.4840557,6.292935412,0.007084656,4.128549653,101398.7209,323.3536124,123.477586,7.614554882,0.125360832,0.700000286,24,47,29,1.389999986,34,39,27,1.330000043,550,0.015,21.63607317,1581.954882,1001,0,Chalk,loam,clay loam
233,Annual,621914,158529,51.282648,1.180793,0.33874458,0.48383826,0.88381904,0.885807708,1.0854236,1.4956173,-0.5069773,0.501188,0.8467606,0.810769557,1.2468098,1.4054918,1.736418397,1.49827787,284.4450618,6.701862052,0.00708118,3.875321893,101151.4296,323.065309,124.9962449,5.79953146,0.209874511,1.899999619,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,39.74744827,195.4747745,1001,0,Oolites,loam,clay loam
234,Decadal,406085,343255,52.986589,-1.9108,0.36487222,0.40428352,0.6065266,0.486562008,1.0002608,0.55272496,-2.4717178,0.33834493,0.47342402,0.623637922,0.96868795,0.6005973,2.552354876,1.476330685,282.9025455,7.60476465,0.00643657,3.609623992,99509.68715,320.2875155,123.919769,109.832901,31.67957115,0,20,42,38,1.409999967,20,45,35,1.419999957,33,0.01,0.342651929,135.2234448,51,0,Triassic Sandstone,loam,loam
246,Multiannual,463335,389875,53.401896,-1.04886,0.14699739,0.31874925,0.44767228,0.436517943,0.99184155,0.6012917,0.026869237,0.6011839,0.6347129,0.590893888,0.993069,1.1599201,1.661719609,1.423154573,283.5438225,7.156845677,0.006591239,3.660943283,101279.6898,322.4986397,116.1553673,11.50585938,4.294807911,0,5,89,6,1.700000048,5,89,6,1.700000048,33,0.01,0.220188851,222.9472379,2501,0,Triassic Sandstone,sand,sand
248,Annual,501050,457019,53.999313,-0.459914,0.8564768,0.85651577,0.93557715,0.949252915,0.9704425,0.87524664,0.6467575,0.6077152,0.8285072,0.872144728,1.0209552,0.64781004,1.826998907,1.430029672,283.1592256,6.475027417,0.006537645,3.93904966,100689.3211,319.9696522,119.9815325,19.38921928,0.258103907,1.700000763,22,41,37,1.399999976,29,37,34,1.350000024,550,0.015,16.69321431,148.3573323,51,0,Chalk,loam,clay loam
253,Annual,554105,170672,51.414123,0.214639,0.8333329,0.8516478,0.91510296,0.924346425,1.0040274,0.8784092,0.43262613,0.809607,0.82767045,0.819871044,1.0266366,0.9235658,1.667907995,1.434214513,284.1867407,8.545290384,0.006879809,3.55282585,100970.786,322.3915922,117.9320733,22.91054726,0.499783307,0,5,90,5,1.710000038,8,87,5,1.629999995,550,0.015,11.64140807,1362.177435,1,0,Lower Greensand,sand,loamy sand
263,Annual,524940,203960,51.720449,-0.192679,0.77301186,0.8110864,0.9100301,0.893637714,0.9940988,0.83399177,0.30295104,0.6388016,0.7966378,0.716223679,0.9869053,0.7017782,1.737951805,1.493783501,283.745483,7.941128241,0.006694012,4.305767121,100315.4073,321.151896,117.6734909,110.5442734,4.990694523,29.09999847,22,41,37,1.399999976,29,37,34,1.350000024,100,0.005,28.83197276,683.1850395,101,0,Chalk,loam,clay loam
