No,Wavelet transform,easting,northing,within_10km,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test,Mean,Std
1120,Multiannual,467865,184125,TRUE,-1026.835,-21.728289,-0.036326364,0.052632311,0.8621125,23.704268,96.9608508,0.621193743
1121,Annual,490105,327025,FALSE,-4.972397,-0.6664268,0.2933616,0.293583391,1.0138085,2.509125,24.5160111,0.877439935
1127,Annual,614960,318020,TRUE,-13444.666,-87.89792,-0.072698265,-0.031446204,89.89042,1.4616365,0.544602579,0.417539538
1137,Annual,451585,142555,TRUE,-96.8915,-0.33324707,-0.056167983,0.535309891,1.4098519,1.7029083,28.31822113,1.19836968
1148,Annual,426272,162664,TRUE,-150.04195,0.1098125,0.80232096,0.877311754,0.2598314,1.4533317,8.740033829,0.52773921
1162,Annual,501855,369645,FALSE,-283.27673,-0.1631701,0.3464232,0.265826071,0.20592906,0.4566288,10.68124724,0.503840529
1163,Annual,571006,337418,TRUE,-341.63284,0.006990254,0.40514162,0.451999745,1.771069,1.1940755,15.27175762,0.637520041
1172,Annual,607856,150448,TRUE,-56.21698,0.088196635,0.72246933,0.730529823,0.355921,0.417313,25.99082699,2.224207692
1173,Annual,550640,105680,TRUE,-2968.392,-21.755886,-0.37629092,-0.31604855,6.3563967,23.073668,5.931654117,0.64604617
1184,Annual,555265,133204,FALSE,-817.3443,-79.31186,0.42783165,0.55478309,81.28947,2.8194044,0.317614358,0.895018738
1188,Decadal,513965,422615,TRUE,-1495.3778,-4.925529,0.51509064,0.495891722,6.785222,2.1866055,1.466238084,0.219541531
1205,Multiannual,378375,263555,TRUE,-148.3228,-2.8587792,0.56430125,0.487048019,0.7462973,4.825711,19.34920091,0.429747629
1213,Annual,510601,471998,TRUE,-84.76422,-0.28681636,0.78689486,0.715647974,0.092477895,0.11293391,28.41923099,2.798601321
1225,Annual,625064,162957,TRUE,-194.69304,-4.691413,0.35143906,0.422226678,4.43038,5.494912,1.138985422,0.301119838
1230,Multiannual,487499,432648,TRUE,-15.995312,-2.309774,0.1464131,0.358448944,4.1565084,0.48766056,0.56786955,0.449524055
1241,Multiannual,511985,425405,TRUE,-2423.467,-5.128736,0.28574273,0.273418289,6.896137,2.5122404,2.213705811,0.265403301
1247,Annual,430498,148712,TRUE,-18.445145,-0.8309382,0.19332443,0.347022189,2.6412337,1.0892324,7.083758108,2.764997289
1248,Annual,559069,102106,TRUE,-138.29674,-4.953119,0.57898414,0.61890625,6.5374446,3.1445704,0.963584916,0.464334161
1263,Decadal,503785,304255,FALSE,-1536.9991,-24.310863,0.06241077,0.121831161,3.128249,26.203852,6.480283459,0.472043556
1275,Decadal,570128,168950,TRUE,-9009.634,-1.8818645,0.3635118,0.333450279,0.65656304,3.7896507,80.84536057,0.292704062
1278,Annual,523470,127695,FALSE,-22.563644,-1.3728254,0.63367015,0.655268379,3.244726,0.32374817,1.550535551,0.727813612
1281,Annual,502675,315495,FALSE,-6.078447,0.035315454,0.5079284,0.657682563,0.69187593,0.22958377,11.85889542,1.460557669
1283,Multiannual,450673,84385,TRUE,-28.010183,-1.2436507,-0.32409698,-0.306592148,1.1963661,2.8006096,11.76527856,0.539303308
1287,Annual,535485,383995,FALSE,-200.5815,-1.3470285,-0.18044244,-0.201147572,0.35827708,2.9243987,11.79967348,0.547936704
1288,Annual,459155,116855,TRUE,-12995.789,-0.70823646,0.85666597,0.89665426,0.23817761,2.5222278,50.43977937,0.337100834
1297,Multiannual,584646,165511,TRUE,-84.20979,-0.30267203,0.30191377,0.271955174,0.093101464,0.3777744,11.50806925,1.13673649
1305,Multiannual,631670,143580,TRUE,-253311.42,-15.198988,0.32180664,0.307165988,0.36454436,17.17246,86.6781277,0.109499334
1316,Multiannual,467605,138425,TRUE,-38273.35,-56.305836,-0.68536663,-0.648101769,0.31180778,58.277096,87.72500019,0.323638959
1319,Multiannual,501005,342705,TRUE,-1310.0724,-2.688462,0.36979765,0.505748649,4.632833,1.1006204,7.125443053,0.715279108
1328,Annual,423855,132955,TRUE,-329.6176,-0.16494405,0.62921834,0.578710184,0.15801613,0.28538215,79.68959097,3.694173305
1336,Multiannual,624293,151559,TRUE,-0.9430994,0.18486327,0.19558427,0.145127663,0.966207,0.8726375,34.58270599,1.616050148
1341,Annual,397025,210385,TRUE,-1297.4885,-2.9530535,0.71681464,0.694600173,3.9115312,3.6588461,6.724490162,0.545250338
1343,Annual,503235,374265,FALSE,-29.42373,0.037328064,0.6627211,0.750175362,0.39427847,0.33210695,9.642291206,1.070738482
1345,Annual,430885,133395,TRUE,-963.3732,-25.762135,0.706409,0.738160867,27.757458,1.414348,0.196356353,0.169275077
1346,Annual,458945,127395,TRUE,-758.7598,-16.19714,0.19856402,0.382402741,18.16457,1.6911489,0.734855127,0.458574192
1355,Annual,444882,169724,TRUE,-7601.525,-53.182106,0.23271956,0.157819778,17.376446,52.64246,1.20585421,0.283418923
1361,Annual,441855,143655,TRUE,-58.767445,-0.79245615,0.335923,0.280187872,0.7247911,2.6420054,11.21467505,0.421715544
1364,Annual,489362,181621,TRUE,-107.18509,-0.53016543,0.5465274,0.617903515,2.461055,1.0330168,2.323953009,0.32786956
1377,Annual,397812,209071,TRUE,-134.99167,-9.667796,0.025380045,0.123506486,1.0146979,11.623204,16.79161081,0.355208188
1384,Annual,500050,174076,FALSE,-2.1313658,0.31058413,0.6065142,0.695385045,1.1392671,1.5487036,2.061384628,0.226147632
1386,Decadal,547246,173338,TRUE,-181.41174,-5.019261,0.51941586,0.457487543,1.3947791,6.9870887,4.60670438,0.153784395
1388,Annual,591599,341350,FALSE,-1292.9916,-0.5213047,-0.17615399,0.159827539,0.108346954,1.3687621,36.82640666,0.914015167
1393,Annual,545455,381985,FALSE,-28.778694,-2.7952564,-0.23631081,-0.052257073,0.86325186,4.5856524,6.135425214,0.355078531
1420,Annual,406000,137004,TRUE,-627.5191,-4.440933,0.6431656,0.687564301,5.623982,3.8452282,1.493775857,0.277920099
1437,Multiannual,341957,356451,TRUE,-664.1775,-0.17857313,0.35280842,0.328453447,0.22680561,0.38979736,16.49589872,0.494859931
1440,Annual,396629,102247,TRUE,-20.106009,0.138762,0.7771691,0.796821081,0.28576028,0.5734572,23.81127882,3.740866694
1443,Annual,551861,103777,TRUE,-512.30426,-10.346884,0.5201529,0.553268732,0.4935975,12.325434,28.57808355,0.749121404
1452,Annual,418290,136086,TRUE,-13626.395,-16.24289,0.41633457,0.42808935,18.170803,2.4630241,1.565837453,0.230362034
1458,Multiannual,472475,183405,TRUE,-450.97537,-0.38318765,-0.2983474,-0.345330503,0.5443086,1.140881,61.51928129,1.323007524
1461,Annual,587342,278990,TRUE,-575.84546,0.025102675,0.36962032,0.538295525,0.27613983,0.8294942,21.4259125,0.646352168
1465,Annual,548195,155345,TRUE,-1740.5791,-3.2520108,0.7326299,0.75157991,3.6526973,4.312329,2.171011775,0.138528809
1466,Annual,553475,373645,FALSE,-44.75232,-0.412323,0.15845859,0.119084649,2.1188333,1.1862289,1.568019195,0.265320628
1470,Decadal,508045,413785,FALSE,-48.447273,0.34807312,0.88112384,0.884178623,1.5351994,0.64724135,17.84662733,1.362154725
1491,Annual,629110,140204,TRUE,-39.769043,-0.38158453,-0.17249063,-0.169137064,0.3857413,1.395889,40.84597592,4.10600388
1501,Annual,505012,466985,TRUE,-13.564352,-1.2408321,0.010401584,0.34629378,0.7844885,2.9988952,28.52215623,2.855646991
1536,Annual,507345,305125,FALSE,-64.28417,-0.064219356,0.09354369,-0.078864201,0.44479972,1.0515034,8.866930476,0.618391016
1559,Annual,449255,128455,TRUE,0.18976301,0.4227239,0.68652093,0.627070915,0.8552363,0.53737575,2.428662992,0.690434159
1563,Annual,549501,100648,TRUE,-8656.616,-14.256016,-0.25464994,-0.197175093,0.41272828,16.193048,45.39945294,0.291144366
1565,Annual,412060,117120,TRUE,-995.49194,-11.843134,0.68268293,0.779054785,13.178038,5.067104,0.79571781,0.310061605
1570,Annual,502455,109865,TRUE,-73.96044,-6.302305,-0.04088872,0.275358094,1.0331644,8.227692,20.62634691,0.289255677
1608,Annual,443955,152555,TRUE,-35.676483,-0.34806538,-0.22233982,-0.258653471,0.5598934,1.3598224,40.12054382,3.063424967
1609,Annual,498295,341675,TRUE,-11712.776,-0.3735752,0.060639232,0.16940591,1.9947772,0.8786421,26.96994419,0.247906674
1633,Annual,431755,135155,TRUE,-435.45728,-0.28269017,0.8585177,0.892619705,0.026728008,0.17658126,33.89406238,1.580336256
1638,Annual,635152,155598,FALSE,-2.0447378,-0.1489979,0.6131544,0.60944283,1.1277411,2.0743597,0.973659331,0.232742866
1640,Annual,515985,406085,FALSE,-75.651405,-0.24795747,0.5820916,0.43997047,1.8956892,0.23810036,38.13888631,3.921794271
1648,Annual,493325,420065,FALSE,-9.438454,-0.25719965,0.7534238,0.822082868,0.05938076,0.20313968,6.974872194,2.106156453
1669,Annual,496135,403075,FALSE,-52.38731,0.3653862,0.69950855,0.688796671,1.5565766,1.0516031,3.503369411,0.268465771
1690,Annual,458525,132895,TRUE,-6722.575,-4.249054,0.7301673,0.744282779,5.6561866,3.4082754,3.197584766,0.181676672
1719,Annual,535185,379535,FALSE,-228.10858,-4.422981,0.30504766,0.555180418,0.25776887,6.3268104,21.8647021,1.171385919
1722,Annual,497225,398725,FALSE,-104.91495,0.22622877,0.81048536,0.813525801,0.36589912,0.5990999,6.432804739,0.397078754
1726,Annual,504315,345355,TRUE,-5.410978,-0.20097387,0.35127056,0.313211165,1.7323104,0.3034298,4.057757427,1.263388785
1744,Annual,502495,373225,FALSE,-281.07346,0.050369322,0.5202438,0.444749439,0.26714867,0.633175,17.70252392,0.773467333
1755,Annual,506425,354925,TRUE,-42.434425,-1.3822665,0.4128125,0.652844327,3.290733,0.7119921,7.176696073,2.521309915
1767,Annual,495005,414325,FALSE,-18.61025,-0.95993817,-0.24530788,-0.267370139,1.3172656,2.4798372,7.894322165,0.746924988
1768,Annual,555675,367865,FALSE,-7.2037525,-0.17325568,0.1477775,0.137389856,1.7927842,0.85255444,1.471374326,0.449683217
1777,Annual,417605,195685,TRUE,-174.89291,-6.4241815,0.41497988,0.448778822,7.569394,4.408732,0.955861592,0.497811172
1783,Annual,418226,121962,TRUE,-10.680145,0.7413742,0.8987379,0.871190978,1.1825842,0.84737027,9.128858595,0.491823859
1790,Annual,540406,245699,TRUE,-1305.7294,-7.049859,0.731906,0.750204681,7.4981422,5.743735,0.777212661,0.141100866
1804,Annual,505485,373565,FALSE,-0.11117232,0.090081334,0.7699631,0.765770901,0.7379344,0.15955,2.518920473,1.14667649
1814,Annual,346005,445005,TRUE,-189.11102,-2.1160069,0.26252773,0.366308281,3.3504426,2.9081676,1.580257512,0.275186112
1822,Multiannual,498905,408765,FALSE,-6.3338656,-1.9502859,0.5835296,0.562284634,3.8622644,0.41842958,0.513772293,0.57037939
1827,Annual,570359,129219,FALSE,-164.66338,-1.0520356,0.06672383,0.096451857,1.9668745,2.5508099,8.915647663,0.684719144
1831,Multiannual,518824,245735,FALSE,-3396.5193,-6.052036,0.67307323,0.67041003,6.8001113,4.9979167,1.551469263,0.154821945
1832,Multiannual,470084,184289,TRUE,-3417.4421,-0.5057471,-0.12597364,-0.123359734,0.081305675,0.6057187,76.95067844,1.209388819
1841,Annual,608471,320417,TRUE,-88.129166,-23.451546,0.6180206,0.690280582,25.433945,1.8540611,0.083772564,0.219471115
1846,Annual,436720,169680,TRUE,-31.788483,0.37057918,0.6577588,0.603734698,0.50333285,0.8201033,10.42310053,0.912367072
1853,Annual,424055,188965,TRUE,-29903.404,-16.027517,0.21726775,0.211588269,16.099922,8.830505,2.478875725,0.216724592
1869,Annual,516838,171678,FALSE,-41.279655,-5.134538,0.8029261,0.811587887,0.9469458,7.131179,5.055942158,0.195760077
1872,Annual,470825,137595,TRUE,-8.062647,-0.49328363,0.62756276,0.604666991,1.625963,2.303595,7.740519458,2.038893839
1876,Annual,421102,142370,TRUE,-406.04108,0.100207925,0.81128645,0.809152305,0.1689458,1.288725,47.04541291,1.939240363
1877,Annual,525462,109983,TRUE,-545.55286,-9.053645,0.39747602,0.431817137,0.4885893,11.022546,38.39461289,0.943815734
1902,Annual,498585,385795,FALSE,-3.306693,-0.2483021,0.8303318,0.85340757,0.11918495,0.13187815,8.211452911,3.86149925
1924,Annual,484125,177305,TRUE,-0.436666,0.005229116,0.048322823,0.042949329,0.99420375,0.71043885,5.177622408,1.221617169
1927,Annual,474855,112455,TRUE,-199.388,-0.16267467,0.5054413,0.481647087,0.22356698,0.2898058,51.00285457,2.802989581
1931,Annual,445705,139405,TRUE,-357.93274,-0.077510595,0.48671737,0.48714137,0.22824039,0.45049423,26.64633848,1.086615681
1936,Annual,456955,137055,TRUE,-1000.25287,-4.8145294,0.8135694,0.850089917,1.4349949,6.79526,21.71919722,0.304112481
1946,Annual,517355,409105,FALSE,-122.710075,-3.221067,-0.17685053,-0.146272321,3.7472615,3.9807713,6.562070191,1.755521498
1953,Annual,534991,106689,TRUE,-0.59618914,0.3061654,0.7740252,0.739482683,1.0997603,0.35162544,32.95926277,3.260613957
1957,Annual,500795,361435,FALSE,-113.44658,-2.3069456,0.2216815,0.24554943,1.4143096,4.1872454,8.290716136,0.347387591
1965,Annual,427455,143755,TRUE,-27.898022,0.028495848,0.6221125,0.649290746,1.8697883,0.78907394,15.95851152,2.611208846
1975,Multiannual,585718,243969,FALSE,-25.964025,-2.1881466,0.803687,0.852382901,1.3402355,4.163866,4.459121659,0.387624898
1986,Annual,458655,120655,TRUE,-12.5578165,0.12178022,0.31621206,0.590937651,0.4550525,0.9179251,32.36538907,5.029884407
1989,Annual,637448,321063,TRUE,-29.022003,-3.2800913,0.5494787,0.581760655,5.064307,2.2641106,0.134350551,0.106305538
1994,Multiannual,365480,386580,FALSE,-9650.406,-1.0987086,0.66872233,0.666593992,0.16798458,2.8980649,19.24565423,0.163039583
2000,Annual,616405,149524,TRUE,-12.028447,-0.77147806,-0.2503016,0.000707518,0.09553132,0.13004783,24.93449261,6.524916173
2030,Annual,487060,106438,TRUE,-83.85187,-1.7554865,0.609719,0.529452551,3.726464,0.9176301,3.930001057,1.168207595
2058,Decadal,434419,150392,TRUE,-59.103886,-1.3314815,0.29935744,0.26060787,3.108617,0.2938549,13.1209834,3.596062209
2060,Annual,607760,144780,FALSE,-308.52304,-20.878191,0.6956419,0.69262607,22.695171,3.8082576,0.240538432,0.301634272
2066,Annual,541185,376415,FALSE,-117.33468,-1.488653,0.25135255,0.302210999,1.6681846,3.2773821,12.23952229,0.786076825
2070,Annual,413280,137500,TRUE,-1345.8413,-6.4298525,0.6052803,0.619833588,3.584498,7.954706,2.354414557,0.169275965
2077,Annual,570211,315823,TRUE,-6312.304,-64.17161,0.57796156,0.576011103,65.21865,12.097293,0.358044774,0.292486787
2104,Annual,501115,319985,FALSE,-1.9043021,0.04005122,0.2818452,0.702260756,0.8868829,1.626867,3.105098032,0.84045148
2127,Annual,381460,92494,TRUE,-3162.9636,-2.030312,0.55439013,0.517957926,0.49852252,3.9551306,48.8833976,0.436656496
2145,Annual,507575,105255,TRUE,-1026.3018,-0.29160893,0.76963365,0.783353307,0.006264751,0.20774059,25.13697662,0.779628371
2155,Annual,627871,140025,TRUE,-103.74767,0.31763917,0.81240726,0.744967361,0.6251049,0.46159607,100.9011161,3.704209956
2168,Multiannual,455795,84695,TRUE,-109.93579,0.059742987,0.3556615,0.308078012,0.41941386,0.6369155,16.55047613,0.916249918
2172,Annual,598140,317310,TRUE,-643.82605,-28.68887,0.39015788,0.405472459,30.56204,3.6737092,0.316504174,0.371830093
2173,Annual,576482,301571,TRUE,-211.03606,0.037321687,0.83971363,0.834778302,0.16405508,0.5502746,9.231092898,0.530412898
2174,Multiannual,622423,158787,TRUE,-911.7052,-7.3286753,-0.017690862,-0.06424834,7.0612955,6.6207128,0.777633945,0.160019007
2175,Multiannual,478014,137240,TRUE,-51.257645,-2.3197787,0.29447836,0.393697101,1.3031783,4.2297597,5.744050171,0.290819626
2177,Annual,589009,280979,TRUE,-28.686134,0.26754785,0.51223195,0.522831827,0.8884073,1.5349016,18.56928529,0.392290972
2183,Annual,408365,174325,TRUE,-121.094574,-2.6606898,0.5643673,0.501885233,4.520484,0.0960803,18.17280195,5.811443826
2185,Annual,501705,108405,TRUE,-3090.395,-20.239264,0.022101223,0.002299547,2.0109072,22.192709,17.00207838,0.337149063
2214,Multiannual,645401,288532,FALSE,-22942.275,-2.3142028,0.54074067,0.550562739,0.089057155,4.1533213,18.73995722,0.112735902
2218,Annual,410773,115946,TRUE,-65.48047,-2.1375773,0.7089055,0.750562432,0.8015216,4.1177454,12.74008847,0.342952964
2223,Annual,465218,113244,TRUE,-58.823887,-0.0352149,0.47520614,0.477912559,0.15160064,0.72345054,29.10878813,3.215454148
2224,Annual,627137,160209,TRUE,-25.148983,-0.09879851,0.4910466,0.601668176,0.3432357,0.28098333,11.01172718,1.436515833
2226,Multiannual,589929,155935,TRUE,-20.49514,-1.5864644,-0.4716898,-0.457726281,1.0273964,3.1267824,53.02638779,0.52121192
2234,Annual,400285,201265,TRUE,-34.877625,-1.4111838,0.59138894,0.705915709,0.5234855,3.328043,30.87894627,2.793832568
2236,Annual,507360,311200,FALSE,-193.26088,-1.8871813,0.067238316,0.116701729,3.7312944,1.0762635,1.526169619,0.300636177
2241,Annual,559119,121857,TRUE,-1917.5585,-7.214697,0.15374365,0.31374783,9.108994,2.0046666,4.2084447,0.780009455
2246,Annual,414340,124140,TRUE,-195.88992,-0.28392613,0.25889766,0.251937238,0.216797,0.30298746,61.69522238,3.451816429
2261,Annual,503725,313615,FALSE,-4.114126,0.015617728,0.78031266,0.749338827,0.5079131,0.17623045,7.837544354,1.847452573
2273,Annual,504985,102165,TRUE,-350.5068,-1.8419197,0.82553554,0.845651342,3.8361678,1.0472089,2.963685855,0.448564053
2284,Annual,465555,130655,TRUE,-258.4792,-0.010448933,0.666669,0.568713532,0.25814533,1.5996248,60.05198633,2.773266225
2298,Annual,510135,111325,TRUE,-29.707504,0.18044764,0.5763109,0.660148285,1.1795793,1.6781634,78.57170311,2.62805021
2300,Multiannual,348280,366850,TRUE,-19.507286,-1.984792,0.15246418,0.099909381,1.331119,3.8427198,5.671425633,0.772305095
2326,Multiannual,629871,145756,TRUE,-2201.6682,-0.25988078,0.38381574,0.33719588,0.05785134,0.4343393,84.59457277,1.698524395
2327,Annual,431855,126755,TRUE,-2472.7542,-0.030474901,0.7447791,0.789874754,0.037080895,0.7363208,24.4582692,0.473561385
2331,Annual,472225,196855,TRUE,-100.62196,-4.032666,0.8073467,0.808233204,0.64192796,6.016218,29.48201747,1.226018804
2357,Annual,502967,177054,FALSE,-1288.3846,-8.600365,0.345666,0.316705222,10.429724,2.6791503,0.602569341,0.158629044
2361,Annual,494505,316085,FALSE,-320.11966,-5.8169374,-0.026968397,-0.008685648,5.954191,5.5685873,9.366176937,2.730416546
2363,Annual,545070,152140,TRUE,-2746.4104,-21.229397,0.29766852,0.415079858,18.2144,15.046999,2.067012086,0.707561397
