No,Wavelet transform,easting,northing,lat,long,NSE_train,KGE_train,Pearson_r_train,Spearman_r_train,Mean_ratio_train,STD_ratio_train,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test
3064,Annual,457872,439356,53.847214,-1.121835,0.7963542,0.8666539,0.8936342,0.907176277,1.0051996,0.9197514,0.6198058,0.8127649,0.90528816,0.913918787,1.0637048,0.8515838
3104,Annual,492475,451495,53.951285,-0.592358,0.798639,0.77856463,0.8994559,0.942069244,0.9979275,0.8027182,0.69562316,0.7078926,0.8525151,0.849995617,1.0092206,0.7480282
3115,Annual,446892,467067,54.097357,-1.28446,0.806287,0.70366865,0.92208207,0.93146564,1.0060458,0.7141617,0.7886318,0.716535,0.9203633,0.908195569,0.9679612,0.7298464
3129,Annual,445931,461686,54.049085,-1.299967,0.70850575,0.6151915,0.86633736,0.908100993,1.1935743,0.695465,0.7924137,0.5402162,0.92141473,0.933040684,1.386773,0.7641263
3144,Multiannual,309406,86495,50.671044,-3.283367,0.20500922,0.56382585,0.651988,0.659127964,0.9967781,0.7370857,-0.80743253,0.09091431,0.16917264,0.162833173,1.0041732,0.63102394
3145,Multiannual,308940,84030,50.64881,-3.289353,0.11071336,0.3189708,0.41976866,0.506775915,0.99897707,0.6434476,-0.6357796,-0.10963929,-0.011174345,0.084263567,0.995961,0.54304564
3146,Annual,308466,85990,50.666357,-3.296541,0.30940908,0.6710301,0.7344872,0.753544931,0.9989176,1.1942322,-13.952107,-1.90114,0.35612866,0.287018295,0.99204993,3.8288143
3149,Decadal,462915,377375,53.289603,-1.057656,0.878524,0.863099,0.94987786,0.941624934,0.9962094,0.8726619,-3.2974277,0.7136697,0.7307557,0.696177271,1.0143878,1.0963665
3178,Multiannual,396305,270275,52.330544,-2.055638,0.8649816,0.9301456,0.93255067,0.934153813,1.0033683,0.9821449,0.13871557,0.69604826,0.69953644,0.700748947,1.0227841,1.0398678
3179,Multiannual,396295,270265,52.330454,-2.055784,0.3578161,0.40068042,0.6067015,0.628169001,1.0091342,0.5478758,-0.11957407,0.018645763,0.18171608,0.348845349,1.0241332,0.45881197
3204,Multiannual,437735,482155,54.233702,-1.422587,0.8242911,0.86312073,0.90842676,0.908531741,1.001021,0.8982719,-0.9186839,0.52539265,0.6449633,0.532541456,0.9749026,1.3139663
3205,Multiannual,437736,482155,54.233702,-1.422572,0.8165187,0.8935771,0.90499544,0.899085736,1.0005915,0.9520489,0.0888899,0.66157603,0.7881923,0.708274451,0.98235124,1.2633615
3247,Annual,440420,472600,54.147629,-1.382678,0.54935306,0.66235393,0.7425238,0.71926304,1.0057528,0.78165025,-2.5452595,0.44046825,0.78160596,0.841194365,1.3959875,1.329515
3271,Annual,294414,88985,50.690899,-3.496162,0.5005059,0.71716297,0.7653887,0.797071213,1.1553665,1.028607,0.42022258,0.44937277,0.7995498,0.852073914,1.510306,0.9489404
3272,Annual,294412,88985,50.690899,-3.49619,0.7153156,0.7351651,0.84828556,0.857280976,1.0531087,0.78952616,0.65347844,0.5214025,0.84135336,0.853104124,1.3893011,0.77122825
3277,Multiannual,311125,97442,50.769728,-3.261688,0.70555687,0.848876,0.85011446,0.848609041,0.9998345,0.9806962,0.111117065,0.5098063,0.52372456,0.596803762,0.997362,0.88405275
3290,Multiannual,306612,85454,50.661243,-3.322631,0.94394267,0.95663214,0.97164315,0.957295447,0.99796164,0.96725166,-0.16033864,0.76003677,0.808463,0.750225199,1.081705,1.1192505
3291,Multiannual,307767,86052,50.666804,-3.306444,0.81026655,0.89619386,0.9032583,0.888590794,0.99842876,0.9623951,-0.27932286,0.3987801,0.4469666,0.444134955,1.0101227,0.7643832
3312,Annual,452558,452558,53.966423,-1.200335,0.600307,0.7846012,0.79551244,0.801336703,0.99052346,0.9329842,0.1209209,0.64214635,0.7076387,0.747093012,0.9766812,1.205044
3315,Annual,507701,462199,54.044507,-0.356661,0.19719964,0.5850582,0.7953421,0.800389872,1.0762802,1.3528198,0.12717235,0.6861924,0.73111254,0.723803998,1.1258794,1.1016438
3318,Annual,502245,458248,54.01012,-0.441278,0.84337765,0.83909535,0.92310023,0.928503367,1.0352728,0.8631347,0.7735382,0.7537304,0.9188678,0.930046332,1.0909971,0.7860255
3319,Annual,502231,458262,54.010248,-0.441487,0.8464966,0.8378279,0.92276275,0.935299372,1.0395429,0.8629955,0.69839954,0.5803796,0.89571047,0.914211413,1.3241608,0.7547932
3320,Annual,502289,458234,54.009985,-0.440612,0.84662,0.8124296,0.9254021,0.918799472,1.0053355,0.82798624,0.72471327,0.6661426,0.91088295,0.925387656,1.0631355,0.68451357
3321,Multiannual,382165,270795,52.334938,-2.26316,0.89367765,0.9415226,0.9476674,0.949519383,0.9944569,0.9745038,-0.17848766,0.82203805,0.8844628,0.885862742,1.0545275,1.1238931
3328,Annual,585292,294975,52.521133,0.72965,0.89614224,0.76436925,0.96810985,0.966333042,1.0271798,0.7681261,0.8751608,0.8068105,0.94548994,0.946907118,1.0678198,0.82751507
3340,Annual,509539,469935,54.113618,-0.325809,0.9486731,0.91318357,0.97651494,0.978837264,1.0178988,0.91835976,0.82407117,0.8529878,0.91012484,0.856244291,1.0220307,0.8857652
3348,Annual,509486,449441,53.929516,-0.333994,0.4511326,0.67229676,0.69653875,0.715514571,1.0306002,0.88015133,0.11378646,-10.633589,0.5812187,0.744783427,12.616172,0.49317542
3349,Annual,509498,449458,53.929666,-0.333805,0.71402436,0.68862486,0.8550658,0.857446548,0.9973612,0.72442704,0.641817,0.63617086,0.890696,0.900911125,1.1364697,0.68093973
3356,Multiannual,414465,304645,52.639351,-1.78767,0.8822564,0.86506563,0.9460014,0.94005024,0.98475623,0.87728566,-0.37709105,0.6392129,0.8240511,0.821193357,0.8781646,0.7095439
3382,Annual,419290,199450,51.693467,-1.722314,0.63668656,0.8113095,0.8387631,0.807467266,1.0877761,0.95638716,0.58842075,0.7904951,0.8843284,0.894995133,1.1463362,0.9046178
3387,Annual,419281,199444,51.693414,-1.722444,0.71422374,0.81967986,0.9173933,0.924096371,1.046564,1.1533799,0.7404355,0.8393114,0.9058325,0.911833788,1.0265249,1.1274816
3398,Annual,304697,507680,54.455518,-3.471513,0.83275354,0.7677369,0.9237665,0.921656891,1.0050583,0.78066397,0.7641072,0.82303786,0.8745456,0.888486206,0.98763615,0.87580925
3403,Annual,339145,567905,55.00196,-2.952885,0.8174887,0.80524457,0.9096311,0.903364387,1.0116564,0.8278765,0.83779085,0.8643001,0.9302159,0.946305523,0.9697299,0.8876268
3423,Annual,435855,179275,51.511265,-1.484724,0.88621426,0.8829194,0.9428995,0.944522774,1.0059423,0.89796054,0.84427726,0.8357804,0.93830055,0.930915574,1.0216316,0.8493573
3426,Multiannual,483855,194305,51.6413,-0.78959,0.88144684,0.8503835,0.94253004,0.947193677,1.0049477,0.86195195,-1.0367408,0.519464,0.57990396,0.600214898,1.1254088,1.1967463
3436,Annual,401010,195750,51.660527,-1.986789,0.7977168,0.8166147,0.89432263,0.90404293,0.994916,0.8502146,0.68547547,0.65729433,0.842489,0.883558074,1.0242878,0.6966088
3439,Annual,477551,114895,50.928302,-0.897889,0.9399667,0.8955339,0.97228646,0.973450402,0.9985361,0.89928776,0.8464216,0.75113404,0.9487109,0.93226821,1.0283232,0.75812924
3458,Annual,411402,204667,51.740588,-1.836264,0.7717366,0.7723105,0.88485956,0.900623529,0.99630255,0.8036041,0.6442292,0.6233815,0.8791156,0.877531463,0.98552054,0.6436033
