No,Wavelet transform,easting,northing,within_10km,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test,Mean,Std
2261,Annual,503725,313615,FALSE,-2.597034,0.060947478,0.60463834,0.641593244,0.60316426,0.24632238,7.837544354,1.847452573
2273,Annual,504985,102165,TRUE,-225.74484,-1.3038428,0.71346307,0.710082889,3.2753267,1.2201893,2.963685855,0.448564053
2284,Annual,465555,130655,TRUE,-125.313095,0.28100085,0.5513732,0.524479022,0.4833308,1.2207868,60.05198633,2.773266225
2298,Annual,510135,111325,TRUE,-5.003744,0.66729134,0.6803559,0.73604361,1.0772169,1.0505995,78.57170311,2.62805021
2300,Multiannual,348280,366850,TRUE,-5.9427752,0.16575462,0.4052536,0.354872707,1.3016125,1.5012724,5.671425633,0.772305095
2326,Multiannual,629871,145756,TRUE,-1774.5222,-0.035197854,0.46761885,0.428874115,0.15415993,0.7302607,84.59457277,1.698524395
2327,Annual,431855,126755,TRUE,-2320.3755,-0.039984703,0.8795396,0.905525467,0.06719168,0.55623764,24.4582692,0.473561385
2331,Annual,472225,196855,TRUE,-132.13228,-2.4446368,0.14511517,0.093962573,1.4456273,4.3069825,29.48201747,1.226018804
2357,Annual,502967,177054,FALSE,-1795.0891,-10.323126,0.39217848,0.388860879,12.133471,2.9723322,0.602569341,0.158629044
2361,Annual,494505,316085,FALSE,-142.30128,-2.707987,0.017507866,0.041645736,4.42845,2.014698,9.366176937,2.730416546
2363,Annual,545070,152140,TRUE,-549.4286,-7.3163424,0.5779931,0.607944972,8.970475,3.3356102,2.067012086,0.707561397
2378,Annual,371400,146800,TRUE,-46.655052,-1.6468475,-0.13955452,-0.168985123,3.3864775,1.1092846,9.124514362,3.241955011
2385,Annual,411780,215820,TRUE,-3928.5188,-7.4181633,0.5096386,0.493282732,4.781737,8.504917,7.765473779,0.472381323
2398,Multiannual,443935,196885,TRUE,-241.56851,-2.347433,0.31944215,0.319522807,1.3350013,4.260382,7.481619512,0.166668698
2406,Annual,629257,157387,TRUE,-89.82885,-0.9123713,0.6225085,0.490118192,2.8593357,0.7601309,3.529626737,0.691018265
2412,Annual,622449,153435,TRUE,-24.762968,-3.4803095,0.6320535,0.65203135,1.0701503,5.4646297,18.26508916,0.952732022
2415,Annual,510645,108545,TRUE,-143.36432,-0.2059555,0.3896078,0.362599255,0.20515694,0.32919854,55.67198469,3.693798951
2416,Annual,605910,148350,TRUE,-157.50435,0.31387705,0.78377104,0.777030439,0.42696974,1.3092694,11.48549714,0.523860295
2425,Annual,486955,370505,FALSE,-3147.9302,-5.2455087,0.25937957,0.150690732,6.1144686,4.5071826,1.577232959,0.144187474
2434,Annual,584656,241072,FALSE,-1599.4161,-0.19763577,0.13303801,0.159834617,0.2772865,1.4004943,28.74666737,0.519742995
2439,Decadal,348702,351874,TRUE,-400.9933,-6.0005355,-0.044813916,-0.03938237,0.64037526,7.912795,27.98839299,0.547746803
2447,Annual,451475,152505,TRUE,-118.08041,0.5310371,0.8116454,0.785464253,0.6343447,1.2252673,43.32394579,1.454842331
2449,Annual,439655,144355,TRUE,-849.0284,0.027996361,0.9115089,0.923223666,0.1192214,0.59851694,21.04124386,0.635754839
2462,Multiannual,621480,164660,TRUE,-9.995549,0.4676677,0.685668,0.650151682,1.3074713,0.6999437,4.686316501,0.445406442
2472,Annual,504025,107065,TRUE,-1324.8024,0.09122908,0.57490444,0.68265452,0.1968571,0.9890553,29.81465983,0.657841263
2474,Multiannual,614729,275194,FALSE,-111.3766,0.47133112,0.7827326,0.772019941,0.53486145,0.8737807,12.36091772,0.543326512
2516,Annual,568828,123806,FALSE,-3132.5032,-1.0467272,0.6304066,0.653149154,0.19763772,2.8462744,34.07750339,0.488883711
2521,Annual,602363,147261,FALSE,-113.98935,-2.228179,0.62524277,0.612880133,3.5709598,2.9159555,2.696591894,0.663640123
2522,Multiannual,359315,326625,TRUE,-237.9884,-0.19065082,0.3773873,0.417763273,1.704213,1.7308148,18.16935955,0.832363051
2537,Annual,555918,103838,TRUE,-255.61389,-0.5717449,0.7785413,0.790866988,2.4931033,0.56184405,30.85927662,2.878782512
2542,Annual,464515,169575,TRUE,-19.962467,-0.31664002,0.63923633,0.669423749,1.4562721,2.181192,6.269173389,0.674336787
2553,Annual,531495,107640,TRUE,-2893.4338,-1.8200703,0.46890134,0.55460154,0.3500748,3.6922762,73.69276245,0.891961344
2570,Annual,408210,206030,TRUE,-1.658406,0.14394248,0.6858745,0.690340834,1.3396637,0.27973053,28.06371281,6.802000868
2608,Annual,640913,309568,TRUE,-522.10406,-10.357602,0.44751304,0.454285952,12.280578,2.1998072,0.273590958,0.135441455
2610,Multiannual,545020,182100,FALSE,-1214.2292,-2.4108384,-0.50501746,-0.55919361,3.4894686,2.7808204,4.505616896,0.323298803
2615,Annual,497175,323195,FALSE,-15.28163,0.106885254,0.4508631,0.347325249,0.5059527,0.49798462,11.14346976,1.399154993
2617,Annual,521435,405615,FALSE,-28.659012,-1.5909765,0.26913553,0.258313681,3.4839323,0.9047036,3.93152306,1.834832673
2618,Annual,506085,419395,FALSE,-234.94205,-0.05171001,0.74767613,0.664160231,0.15364109,0.42894587,24.44306132,1.348364644
2629,Annual,606405,334345,TRUE,-21903.213,-3.854867,-0.31453574,-0.335521047,0.22578056,5.608976,28.51127615,0.149270505
2631,Annual,493495,367095,FALSE,-4695.125,-5.9380283,0.13248383,0.261318244,7.0586357,4.2675395,1.741677365,0.154280267
2654,Annual,350974,97557,FALSE,-1217.786,-0.31560802,0.33362126,0.325057217,0.24106805,1.8430835,38.92461713,0.847282915
2663,Annual,332990,246972,FALSE,-106.72257,-1.3391645,0.6593069,0.764968637,3.2908835,1.3278366,3.351659553,0.743292467
2664,Decadal,619334,155563,TRUE,-266.56522,-3.8491526,0.53710145,0.46558046,4.529343,4.292993,2.483306975,0.551291727
2674,Annual,565400,268138,TRUE,-9.260846,0.68317217,0.7810909,0.789606783,0.813948,0.8664228,9.379216224,0.555624942
2699,Annual,571094,115069,TRUE,-46.07857,-0.8476647,0.63432217,0.706664748,0.8271742,2.8028555,31.97347775,0.854914515
2717,Annual,463755,123655,TRUE,-49.31698,-4.1001954,0.87609583,0.891662043,6.0952077,0.81140226,0.897508763,0.646200039
2719,Annual,495555,389465,FALSE,-274.12848,-4.629979,0.5288061,0.623522796,6.60966,1.0798458,3.581768101,1.213600926
2720,Decadal,334730,390680,TRUE,-192.68425,-0.3109175,-0.02423358,0.06489681,0.42287162,1.5799785,23.34252323,0.977048754
2727,Annual,648197,317237,TRUE,-2821.389,-17.425905,0.2746668,0.262508824,18.7118,6.0281067,0.484121673,0.162383773
2730,Annual,457405,87305,TRUE,-41.129295,0.38325012,0.63022876,0.658474218,0.61887246,0.6863262,48.44733116,2.865457755
2738,Multiannual,349255,321055,TRUE,-186.55702,-7.0716696,-0.09611274,-0.110159344,0.92014694,8.996519,62.76510541,0.49172439
2751,Multiannual,445380,171128,TRUE,-362.02655,-3.3412209,0.5130381,0.650325652,1.3860594,5.2965374,10.39069253,0.217739722
2752,Annual,623067,157493,TRUE,-438.05627,-2.4155,0.5960112,0.579925191,2.6643965,3.9550407,6.466397929,0.520762843
2757,Annual,570964,157381,TRUE,-808.8967,0.2076894,0.5574056,0.679343489,0.36613825,1.1734564,11.57924238,0.258075435
2760,Annual,509315,336015,FALSE,-3.8244624,0.023143768,0.6892295,0.684406437,0.615755,0.15736991,12.80165539,2.454390761
2763,Annual,440484,172875,TRUE,-4532.3867,-18.000912,-0.20225014,-0.152694756,1.9738592,19.937904,14.43240487,0.218790386
2787,Annual,399455,139314,TRUE,-32.68909,-0.5851368,0.6608641,0.738387945,1.225123,2.531984,18.38601683,0.760466468
2790,Multiannual,365385,328345,TRUE,-954.42126,-4.3582683,0.49724284,0.470385525,3.037803,5.930102,3.294394697,0.220714685
2796,Annual,446580,216540,TRUE,-2.098541,0.2109198,0.7794842,0.76249433,1.4760269,0.41057765,9.442851845,2.803911439
2802,Annual,518485,408285,FALSE,-0.031004667,0.12505555,0.7323407,0.696201052,0.8970615,0.17338653,9.399916261,1.916545657
2806,Annual,542795,381065,FALSE,-314.61545,-0.2504307,0.6643826,0.673115171,0.50568515,2.0984588,7.929248468,0.221545734
2812,Annual,587386,305276,TRUE,-272.73233,0.24615401,0.5557634,0.551025999,0.61708987,1.4736233,38.33819155,0.889785993
2847,Annual,434975,221835,TRUE,-6.8087983,0.3283555,0.5947666,0.619708351,1.2520328,1.4726244,7.093809934,0.707165319
2848,Annual,646118,259734,TRUE,-341.43292,-5.6153083,0.70746535,0.804643265,6.9472747,3.8821807,0.488624865,0.159521638
2865,Annual,390610,136320,TRUE,-7666.838,-3.2782698,0.47759628,0.458193532,0.37694526,5.200305,82.74155303,0.58961414
2867,Annual,497021,448091,TRUE,-28.721704,0.23579156,0.6312182,0.674104228,1.6307818,0.7761052,22.06660112,2.580325475
2871,Multiannual,379765,304205,TRUE,-328.59436,-6.668779,0.44261533,0.451260229,2.0166438,8.580653,5.702416707,0.357776236
2880,Annual,581500,154690,FALSE,-1695.3602,-5.8770723,0.42317665,0.313801886,4.234969,7.041258,2.56430889,0.204112469
2885,Annual,597318,293441,TRUE,-1.1658387,0.72075367,0.74442744,0.809329299,0.89797866,1.0474659,6.034160233,0.482454834
2886,Annual,312812,99233,TRUE,-120.64405,-2.1581035,0.7731973,0.805491073,0.7054608,4.136159,13.26818375,0.372727703
2901,Annual,503595,344265,TRUE,-11.899454,-0.27870893,0.35919854,0.374355899,2.0544062,0.6642939,5.026895964,1.534226247
2910,Annual,565597,122641,FALSE,-13.689002,-2.277654,0.6278089,0.701879537,0.9529426,4.256123,8.883223054,0.436175104
2915,Annual,499825,323385,FALSE,-343.36462,-2.526894,0.637717,0.588559213,4.508226,0.9904429,5.408964974,1.023635776
2919,Annual,586637,327012,TRUE,-159.9084,-2.076181,0.6683667,0.69120009,2.85268,3.4332147,2.487677515,0.372957829
2930,Annual,386440,176290,FALSE,-12.602953,0.18015593,0.3405617,0.271830964,1.3540196,0.6654026,28.81606204,2.872405226
2938,Annual,418293,136088,TRUE,-870.63837,-4.5936694,0.8187964,0.811899446,6.2472825,2.929359,1.274541157,0.227151276
2945,Annual,552228,137037,FALSE,-173.94838,-3.9752612,0.72573835,0.752172509,5.9652944,0.8455156,4.480810454,1.684429251
2948,Annual,499911,444161,TRUE,-33.599537,-0.5063783,0.38926533,0.428071249,2.3687732,1.1504664,6.104580283,1.450787478
2972,Multiannual,542202,126857,TRUE,-919.6245,-1.9836168,0.5506917,0.554915833,0.6414663,3.927731,30.11982586,0.358273254
2981,Annual,598956,285441,TRUE,-1091.9999,-13.740003,0.48247078,0.449569248,15.728568,1.2639335,0.876783131,0.390855794
2989,Multiannual,613164,154883,TRUE,-2353.9236,-2.4688427,-0.054552715,0.046121933,0.41136152,4.251819,63.64269965,0.775208309
2993,Multiannual,509406,444019,TRUE,-9857.968,-9.166675,0.68281436,0.69588665,9.954328,5.8042955,1.373374304,0.124021326
3066,Annual,410345,302925,TRUE,-1595.3118,-4.337542,0.88431644,0.876466053,4.581198,4.956152,3.246893072,0.292573211
3067,Annual,410345,302905,TRUE,-509.01144,-3.7247438,0.5496954,0.61670766,2.3620942,5.501706,3.489598136,0.215876378
3077,Annual,358934,524421,FALSE,-36308.938,-78.45847,0.6671824,0.695110725,78.56443,18.243454,0.34058022,0.139228468
3078,Annual,358929,524418,FALSE,-10058.426,-55.818707,0.7780194,0.735610022,54.384666,20.452923,0.32761668,0.177838579
3087,Multiannual,359390,369230,FALSE,-1390.1936,-7.9446697,0.2912982,0.361695959,2.1445363,9.842842,5.642516015,0.179180207
3091,Multiannual,359527,369445,FALSE,-16117.689,-15.753412,0.4235347,0.447624439,9.997819,15.120403,3.003786532,0.214329607
3128,Decadal,445753,461751,TRUE,-2963.3494,-3.7198896,0.63822424,0.62150716,3.0130134,5.253762,5.15087557,0.191149393
3136,Multiannual,358148,367598,FALSE,-65.12379,-4.6445,0.18940498,0.087143269,0.88290715,6.584804,7.160933886,0.1702424
3249,Annual,429575,283405,TRUE,-515.34576,-8.970633,0.54244685,0.540296783,10.952662,1.3856516,4.443936099,1.949096565
3251,Annual,429565,283405,TRUE,-92.96515,-2.313986,-0.40736562,-0.355269057,3.9829812,1.3219533,5.636926662,1.771058337
3360,Multiannual,391096,377494,FALSE,-465.64743,-11.981155,0.56807923,0.558130952,1.362352,13.968985,8.446034603,0.180845476
3361,Multiannual,591287,164798,TRUE,-1103.6757,-25.121433,0.6460092,0.63907162,27.00975,3.387867,0.287773509,0.226030892
3372,Annual,500045,333785,FALSE,0.16058314,0.07591432,0.46758044,0.517236613,0.9706976,0.24527822,17.86056881,5.63368423
3378,Multiannual,381770,390045,FALSE,-1361.4247,-3.7193017,0.85165334,0.865396987,3.9059007,4.715625,1.441745576,0.11414323
3416,Annual,339245,396655,TRUE,-309.21365,-3.0571747,0.55137914,0.542920218,3.497857,4.165495,0.814720313,0.118194197
3438,Multiannual,428401,147621,TRUE,-32.29289,0.21530247,0.55664146,0.519731213,0.5514812,0.5330802,25.6722101,2.016604027
3445,Annual,486406,112749,TRUE,-0.3427683,0.36745578,0.5486679,0.533095278,1.2249261,0.61813676,4.291298135,1.207495111
3447,Annual,445400,182970,TRUE,-1.5034518,0.38392603,0.41279608,0.402163376,0.82747513,0.92947495,20.40028514,2.967269347
3469,Annual,431189,181029,TRUE,-357.8754,-4.4461455,0.17978764,0.144971352,6.3836036,1.0676647,9.957931229,2.836844174
