No,Wavelet transform,easting,northing,lat,long,NSE_train,KGE_train,Pearson_r_train,Spearman_r_train,Mean_ratio_train,STD_ratio_train,NSE_test,KGE_test,Pearson_r_test,Spearman_r_test,Mean_ratio_test,STD_ratio_test
40,Annual,425845,177785,51.498413,-1.62907,0.9503076,0.9360065,0.9754677,0.978707869,1.0030644,0.9409752,0.8545711,0.90814066,0.93931687,0.942085857,0.9408631,0.9645246
41,Annual,413670,155000,51.293964,-1.805328,0.78929216,0.73235744,0.9047895,0.909238445,1.0516112,0.7552486,0.7571341,0.62073874,0.91683567,0.939956551,1.0214394,0.6305919
43,Annual,448976,432699,53.7883,-1.258096,0.620738,0.80097353,0.83840287,0.882218461,0.99579376,0.88389945,0.6042179,0.704198,0.88133293,0.891907453,0.9934899,0.72912544
44,Annual,410831,173495,51.460324,-1.845486,0.9398905,0.9168243,0.9711573,0.967792037,1.0105804,0.92270625,0.8524935,0.7726285,0.93861437,0.936884578,0.9791202,0.7820698
47,Multiannual,353845,323455,52.806649,-2.686111,0.66343784,0.8777536,0.88131785,0.879583957,0.9963109,0.9709312,-2.745609,-0.047510028,0.40126073,0.402466346,0.9960006,1.8595287
56,Annual,453385,171915,51.443713,-1.233251,0.832277,0.8942555,0.9160119,0.892978178,0.98706955,0.937067,0.7608746,0.8174498,0.9194837,0.939901846,1.0138636,1.1632491
58,Multiannual,551843,166864,51.380518,0.180509,0.5166981,0.85333204,0.85385996,0.852582757,0.9946831,0.98876256,0.35049808,0.72783303,0.77061796,0.688416165,0.993929,0.8536391
63,Annual,448505,129295,51.060948,-1.309225,0.68304014,0.7500498,0.8301889,0.905676423,0.9893222,0.81690323,-0.22698557,0.73493254,0.7459954,0.834550129,0.92927337,1.0272094
67,Annual,442090,472497,54.14657,-1.357128,0.7649287,0.8761765,0.9123163,0.91185052,1.0353111,0.9200219,-0.955479,0.54888916,0.61305606,0.599824779,0.89350045,1.2059987
75,Multiannual,383541,264701,52.280196,-2.242666,0.80239534,0.82585174,0.90241385,0.911726518,0.9779255,0.85746205,0.32708424,0.6355009,0.6612191,0.721257939,0.95805496,0.8722211
79,Annual,518302,448799,53.921812,-0.200043,0.6337824,0.71533114,0.8129263,0.793677707,1.0615275,0.7944425,0.012909472,0.3962754,0.63150823,0.667227577,1.311714,0.6373274
82,Annual,427625,287725,52.48674,-1.594605,0.8526449,0.8844247,0.92719626,0.925056179,0.9945173,0.91040635,-0.56872547,0.6344456,0.65458333,0.549564551,0.95909625,0.8875552
85,Annual,464601,421302,53.684177,-1.023343,0.7358618,0.618754,0.89873254,0.902001954,1.0390381,0.6345291,0.6560378,0.53590184,0.87122226,0.879902792,0.94640297,0.5573601
89,Annual,462352,481645,54.22672,-1.045082,0.6488124,0.70065403,0.8083053,0.842999865,0.99711305,0.7701031,0.6529238,0.7220167,0.8082633,0.886267629,0.99916863,0.79872704
90,Annual,386475,262865,52.26377,-2.199586,0.71685237,0.76125526,0.8739742,0.887148457,1.105284,0.8267034,0.4776672,0.69325614,0.8169168,0.859218032,1.1897614,0.84327465
94,Annual,332235,325805,52.825485,-3.007123,0.72657955,0.8297716,0.88158363,0.885135652,1.1217098,0.9880636,0.6027242,0.7954774,0.8331313,0.847723549,0.88174665,1.0003994
99,Annual,355825,319105,52.767714,-2.656152,0.33572012,0.737898,0.76574147,0.735704144,1.0086952,1.1172438,0.35443038,0.81402504,0.8152771,0.819972533,1.0127227,0.98261946
107,Annual,419454,172560,51.451688,-1.721421,0.9419629,0.9502629,0.97195846,0.975309811,1.0149866,0.9617531,0.8401292,0.82068735,0.92445827,0.928160667,1.0229076,0.83899814
111,Annual,576126,301843,52.585849,0.598347,0.7787192,0.7636292,0.9110647,0.917169181,1.0084283,0.7811627,0.6035496,0.8286345,0.88531935,0.900545231,1.0188057,0.8740624
116,Annual,415687,146780,51.22,-1.776759,0.7697792,0.78683174,0.8945395,0.875339828,0.9548985,0.8203238,0.22669524,0.7047255,0.8191293,0.798773767,0.87460923,0.8031539
117,Annual,415674,146792,51.220108,-1.776945,0.6653663,0.6767006,0.8527336,0.86984849,1.0403273,0.71503085,0.66477203,0.77391577,0.8411152,0.873749042,0.96980816,0.84202224
118,Annual,404780,193710,51.642166,-1.932313,0.43259406,0.7763721,0.7969539,0.791272121,1.059473,1.0724287,-0.71142673,0.6933321,0.8361424,0.872271223,1.2483989,0.9258794
128,Annual,479475,148665,51.231643,-0.863102,0.90801877,0.9321136,0.95309055,0.95677714,0.99591666,0.95109874,0.7187114,0.8512821,0.9090885,0.894095534,1.039823,1.1107541
131,Multiannual,572288,171659,51.41776,0.47634,-0.27245533,0.4801383,0.50448525,0.372647077,1.0030904,0.8428035,-0.059647202,0.13156843,0.25186694,0.27363162,0.9992482,0.5590151
136,Multiannual,552259,226414,51.915438,0.212382,0.884801,0.92661536,0.95339,0.948645231,0.99411,0.94362587,0.6240684,0.6893408,0.9012417,0.898175589,0.98721665,0.7057345
139,Annual,607453,285624,52.42921,1.049995,0.66144836,0.79987395,0.8497352,0.855960263,1.025436,0.87029403,-1.6421664,0.6287242,0.6444508,0.678725494,1.0890894,0.94089544
143,Annual,552677,163876,51.353447,0.191201,0.82222545,0.82932335,0.9114475,0.917051444,1.0272604,0.8566633,0.12482518,0.59604734,0.66845614,0.718095064,1.0180829,1.2300686
146,Annual,433405,153605,51.280609,-1.522434,0.6961926,0.80440235,0.8376095,0.832602739,0.99945724,0.8909713,0.5237708,0.75862706,0.7846421,0.78532181,0.9982921,0.8910114
151,Annual,446155,152255,51.267583,-1.339817,0.9025552,0.9166683,0.9504741,0.958004774,1.0052351,0.9331874,0.85864323,0.8937395,0.96250385,0.951434796,1.0454375,0.9115651
153,Annual,401936,206076,51.753367,-1.973348,0.7459369,0.73408234,0.8696984,0.894285002,0.98994464,0.7684133,0.65336347,0.60671616,0.90562284,0.922636319,0.7916106,0.6800958
157,Multiannual,557690,167110,51.381135,0.264566,0.48836774,0.8009618,0.8038348,0.731953725,1.0027987,1.0335811,-7.9344645,0.5332295,0.6784244,0.603695562,1.0136099,1.338055
164,Decadal,334360,392220,53.422661,-2.989207,0.77020115,0.9176344,0.91799676,0.907737085,0.99228305,0.9999607,-17.443684,0.059946775,0.14383614,0.061257861,0.95234925,1.3852488
170,Multiannual,414935,236635,52.027922,-1.783724,0.7552364,0.8378298,0.8843071,0.883744108,1.0221596,0.88854223,0.35006076,0.6047909,0.63284737,0.569315769,0.996043,0.8538057
183,Annual,331455,412895,53.608095,-3.037443,0.72884274,0.8722124,0.88543534,0.896069575,1.055982,1.0084143,0.3611681,0.790316,0.8599409,0.850107637,0.8661482,1.0802181
198,Annual,454968,202040,51.714399,-1.205771,0.5557314,0.78745127,0.78983253,0.818718328,1.010894,1.0298023,-8.817214,-0.010908246,0.7836695,0.786831125,1.1464939,1.9765791
199,Multiannual,409685,343975,52.993009,-1.857154,0.76299167,0.84389246,0.89976585,0.894589722,0.91216785,0.91871023,-1.2392595,0.4530236,0.62720823,0.680107623,0.86221266,1.3758007
201,Annual,412835,196695,51.66888,-1.815801,0.6081605,0.7829552,0.79573977,0.790662775,1.0191194,0.92914593,0.26404512,0.78332233,0.82818496,0.85718964,1.1054676,1.0794115
208,Multiannual,577589,163996,51.347292,0.548667,0.715016,0.71864396,0.85166204,0.846532061,1.0015879,0.7609301,0.46612823,0.39648885,0.74125993,0.718426363,1.001315,0.45476848
212,Annual,495770,459389,54.021611,-0.539688,0.7957569,0.80049247,0.89431274,0.925582596,0.99973404,0.8307862,0.6478019,0.65242183,0.816384,0.882990385,0.98569566,0.70522714
215,Annual,539286,110151,50.874079,-0.021704,0.8998564,0.8706155,0.95229995,0.961356299,0.99084425,0.8800784,0.864918,0.85537934,0.9380482,0.937884754,1.0210884,0.8710335
216,Annual,561311,266770,52.275407,0.362962,0.75208426,0.8347404,0.8753964,0.866897368,1.0019441,0.89146304,0.62815887,0.68102705,0.7934573,0.746327366,1.000135,0.756931
227,Annual,513965,108505,50.864826,-0.381931,-0.55106044,0.38741547,0.679755,0.662300721,1.0034628,1.5222008,-0.08765626,0.1972338,0.3029742,0.363676693,1.0022652,0.6017753
230,Annual,418175,167485,51.406099,-1.740086,0.83053243,0.8802725,0.91151154,0.928692787,1.0006521,0.91935295,0.7619419,0.8234681,0.88942933,0.908867185,1.0052365,0.8624863
232,Annual,507065,102705,50.814006,-0.481634,0.66427994,0.73913264,0.82311666,0.844096613,1.0330468,0.8111312,0.58948815,0.72692984,0.81623924,0.80390467,1.0613096,0.8075429
233,Annual,621914,158529,51.282648,1.180793,0.2781161,0.6967133,0.7537133,0.747770839,1.1287796,1.121423,-0.69528985,0.4747361,0.6523559,0.682020948,1.2095107,1.333402
234,Decadal,406085,343255,52.986589,-1.9108,0.06865162,0.54392266,0.54395294,0.51110356,0.99622583,0.9963455,-3.9047003,0.54635674,0.5789409,0.704790589,0.96224016,1.1645522
246,Multiannual,463335,389875,53.401896,-1.04886,0.009826243,0.088692784,0.25437436,0.241185394,1.0035778,0.4760643,0.03551835,0.4639296,0.48640275,0.413385596,0.9941488,0.84652996
248,Annual,501050,457019,53.999313,-0.459914,0.8098126,0.9107639,0.924235,0.93830044,1.0471462,1.0000998,0.61105824,0.7019825,0.8323356,0.889206919,1.069426,0.76360506
253,Annual,554105,170672,51.414123,0.214639,0.77865326,0.76991016,0.88943505,0.892232347,1.004951,0.79827815,0.4728526,0.6866964,0.7475817,0.757994838,1.0154167,0.815052
263,Annual,524940,203960,51.720449,-0.192679,0.7363027,0.8748939,0.9051403,0.880505225,0.9923575,0.91879255,-0.014221668,0.6137764,0.7539615,0.668491441,0.9824434,0.70280457
275,Multiannual,508420,211120,51.788235,-0.429499,0.8595681,0.8639668,0.92822075,0.922393493,1.0006156,0.88444793,0.7654691,0.8478773,0.92720413,0.930222808,0.9913344,0.86670816
278,Annual,547208,101122,50.790978,0.08719,0.5836096,0.7934337,0.79359615,0.771092327,0.99952626,1.0081794,0.21389586,0.831522,0.8487161,0.828324876,1.0238063,0.9297806
284,Annual,455860,117070,50.950362,-1.20616,0.5020014,0.54950917,0.770764,0.812187971,1.3830736,0.9395694,0.45291412,0.31325436,0.7855836,0.774572477,1.6514888,1.0349675
295,Annual,432275,186275,51.574418,-1.535669,0.8007983,0.8321139,0.8970036,0.910940736,0.9964221,0.8674684,0.83179086,0.83375466,0.913841,0.926407474,1.0006899,0.8578254
299,Multiannual,629311,331030,52.827962,1.402414,0.41735083,0.65518486,0.68399674,0.652449208,1.0075662,0.86222833,0.015151203,0.6844723,0.7737645,0.787229588,1.027853,1.2181803
310,Annual,356005,320305,52.778515,-2.653646,0.18360877,0.57569736,0.7684047,0.785196128,1.0143057,1.355242,0.4724772,0.8018755,0.87484944,0.881223148,1.0308241,1.1504734
313,Multiannual,379555,275845,52.380246,-2.301773,0.13403386,0.06719601,0.37399203,0.388183878,0.9954588,0.30846843,0.088449955,0.13774574,0.33243048,0.407734507,1.0062603,0.45429608
315,Annual,544838,111828,50.887786,0.057817,0.63394344,0.72624743,0.8351407,0.847985636,1.18536,0.8842251,0.6035825,0.78591526,0.8045343,0.823462409,1.0833026,0.97380364
328,Multiannual,470625,399765,53.489853,-0.937017,0.7188673,0.7506315,0.8508265,0.859853408,1.0115218,0.80050457,0.52874804,0.7800595,0.7809688,0.757555067,0.98060626,0.9952083
334,Multiannual,453765,173045,51.453837,-1.227613,0.84060514,0.90636206,0.9180032,0.933136937,0.9885453,0.95625985,0.5751025,0.65937483,0.90339977,0.922055923,1.053549,1.3222263
341,Multiannual,460046,422932,53.699368,-1.091986,0.93669444,0.92695254,0.96904194,0.953003122,0.99272305,0.9342392,-18.213064,-0.8171426,0.45717323,0.539622956,1.1641165,2.7263994
343,Annual,443416,173940,51.46277,-1.376432,0.93804073,0.92752135,0.9716445,0.979481442,1.010456,0.9341234,0.68865657,0.89524627,0.90450525,0.909775855,1.0354146,0.97550786
344,Annual,598759,286938,52.444235,0.923082,0.70061475,0.8302671,0.9430199,0.949340638,0.906968,0.8699742,0.7925682,0.88397694,0.9388066,0.941634644,0.9522153,1.0862207
352,Multiannual,381095,299785,52.595518,-2.280517,0.52292264,0.7800652,0.78264374,0.778459211,1.0071979,0.96720326,-0.6887748,0.4539348,0.5705238,0.701286699,1.0258232,0.663742
357,Annual,461048,132026,51.084309,-1.129802,0.8941772,0.92534035,0.95199454,0.950494986,1.0195258,0.9462586,0.75761443,0.78102195,0.91229254,0.887038651,1.0279499,0.8013122
365,Annual,522055,361935,53.140583,-0.176762,-0.43764615,0.4339046,0.6258732,0.658188218,1.0623474,1.420256,-1.6209197,0.46864265,0.53961015,0.538845656,1.2131157,1.1580082
366,Annual,522135,361785,53.139217,-0.175624,0.42280418,0.76913595,0.77541375,0.783180416,1.0471138,1.0252974,-0.22719157,0.6829883,0.7350221,0.719771367,1.1465057,0.9060928
367,Annual,522355,362345,53.144198,-0.172123,0.34023553,0.66687405,0.7782686,0.811435707,1.0086191,1.2484702,0.36072838,0.6985998,0.70434505,0.774647414,0.9953849,1.0583912
369,Annual,522305,363505,53.154631,-0.172428,0.6289507,0.8363002,0.85380113,0.858094504,1.0728092,1.0110762,0.12147039,0.6208062,0.6626843,0.709059297,0.86929744,0.8863267
372,Annual,556267,263365,52.246275,0.287521,0.7674015,0.84023136,0.8764907,0.882139451,0.99936837,0.8986558,0.7126504,0.751543,0.8517562,0.759137514,0.99723685,0.80063576
375,Annual,430060,169400,51.422814,-1.569062,0.36145777,0.57239866,0.8491417,0.881650006,1.0016071,1.4001062,-0.83369815,0.5341904,0.7429478,0.852978926,1.0051371,1.3884327
382,Decadal,430800,107988,50.870575,-1.563655,0.8795439,0.8816891,0.9406292,0.934258249,1.0100807,0.8981636,0.3086369,0.7537849,0.79158807,0.730386756,1.0703052,0.8893515
385,Annual,434544,172256,51.448238,-1.504298,0.91506374,0.9248066,0.9575498,0.963885594,0.9973238,0.93799335,0.6327549,0.7884031,0.8516663,0.829656772,1.0141842,0.8497702
394,Annual,445373,466558,54.092919,-1.307761,0.6807193,0.8104607,0.8310795,0.829283857,0.995129,0.91416955,0.4035622,0.88280755,0.90659094,0.896263186,1.0453441,1.0543426
395,Annual,638320,313500,52.66677,1.523146,0.10981107,0.57592785,0.6844397,0.712313715,0.9994117,1.2833087,-0.2009027,0.45761317,0.64720905,0.726536123,1.090285,1.4019701
397,Annual,436155,148055,51.230539,-1.483567,0.85702515,0.8387254,0.93627274,0.93951823,1.012246,0.852358,0.81283724,0.9307765,0.9455615,0.937236877,1.0208613,0.9626763
404,Annual,639430,313860,52.669512,1.539789,0.649134,0.682492,0.80974257,0.819554466,1.0469072,0.7501751,0.20300907,0.1827836,0.7503131,0.781851231,1.7641236,0.85295403
408,Annual,537980,212960,51.798266,-0.000452,0.62920564,0.758436,0.8628279,0.829416214,0.9993532,1.1988449,0.39309365,0.39618003,0.64931285,0.823976157,0.9978933,0.50846064
409,Annual,423870,173807,51.462732,-1.657788,0.82160664,0.8032311,0.9144393,0.914604519,0.9958458,0.8228559,0.8796586,0.88626313,0.9390054,0.933661207,1.0012325,0.9040096
421,Multiannual,459149,418024,53.655362,-1.106504,0.6310618,0.7118828,0.8055391,0.778647725,1.0150038,0.7879369,-11.054665,0.48323774,0.5207268,0.469087595,1.1847445,1.056661
425,Multiannual,355695,325825,52.828108,-2.658992,0.4595772,0.7136435,0.72167355,0.741730381,1.0031503,0.932739,-2.494018,0.31624162,0.73638785,0.74567559,1.01718,1.6306782
445,Multiannual,548828,161628,51.334268,0.135029,0.8344196,0.9089986,0.9153507,0.910769475,0.9994366,0.9666029,0.08518624,0.48442328,0.829746,0.799565904,1.0109925,0.51347
447,Decadal,373595,228665,51.955832,-2.385642,0.344203,0.4967729,0.6643695,0.636272295,0.99182725,0.62513715,0.022343695,0.30033302,0.42449462,0.411639593,1.0079483,0.6021768
460,Annual,564223,251597,52.138255,0.398251,-0.36163616,0.48378682,0.63287044,0.599344509,0.99696803,1.362886,0.15621686,0.63164085,0.6844604,0.679529452,1.0013803,1.1900605
467,Annual,416534,171759,51.444578,-1.76348,0.9367593,0.9250304,0.96858823,0.970197188,0.99705046,0.9319926,0.84203714,0.7855437,0.92755234,0.946640117,1.0124109,0.79853356
473,Decadal,439486,472957,54.15091,-1.39693,0.7839282,0.8145573,0.9183593,0.928098503,0.97245437,0.83579195,0.64473176,0.81063527,0.91444933,0.917448509,0.96079576,0.8356769
476,Multiannual,497340,188104,51.583392,-0.596496,0.9263287,0.95040363,0.9625715,0.963926843,0.99927723,0.9674677,0.65515226,0.7740965,0.9026852,0.904036555,0.9885476,0.7964544
479,Annual,553847,248319,52.111791,0.245284,0.9209192,0.91537434,0.96063036,0.959927399,0.9936638,0.9253589,0.8945659,0.9389054,0.9670781,0.950409923,0.9665105,1.0390794
480,Annual,465785,117755,50.955476,-1.064766,0.8947558,0.91968685,0.94921255,0.958517182,1.0177653,0.9403744,0.8908552,0.8712401,0.9520315,0.951916531,1.0202472,0.8822369
481,Annual,446427,441784,53.870182,-1.295414,0.7967633,0.81974965,0.9025669,0.904009103,0.9959073,0.8484083,0.8142293,0.7653722,0.91935694,0.776676461,0.9961743,0.7797001
490,Annual,463605,140495,51.160175,-1.091809,0.77764666,0.87466294,0.90123796,0.906690891,1.0047534,0.92297554,-0.019322991,0.9139116,0.93494415,0.901292278,1.0180943,0.9466009
494,Annual,567377,272459,52.324693,0.454611,0.8191091,0.731061,0.9330505,0.953482852,0.9921102,0.7396487,-0.18008316,0.5151957,0.63092625,0.575927053,0.9540349,0.68902427
498,Annual,328085,408245,53.565855,-3.087294,0.7351095,0.8681186,0.8681596,0.816215436,1.0007098,1.0032148,-1.3236735,0.82416356,0.84277165,0.816242471,0.95338875,0.9365602
503,Decadal,546317,205512,51.72923,0.117229,-0.6007018,0.28873944,0.4499583,0.406569721,1.0051779,0.5490924,-1.7535458,0.16767389,0.23218393,0.256612804,1.0051525,0.6787569
504,Annual,428255,139755,51.156352,-1.597357,0.90431064,0.86552566,0.95450425,0.955845083,1.002561,0.87348175,0.8354515,0.88860935,0.91551864,0.907164039,0.9930829,0.9277306
510,Multiannual,469875,403405,53.522665,-0.947509,0.7389325,0.7300702,0.8870567,0.876391189,0.9660008,0.7572053,-1.5069671,0.7314182,0.8352197,0.753086217,0.89870304,1.1863459
514,Annual,397915,193005,51.635842,-2.031516,0.79945266,0.83834195,0.90558946,0.911934307,1.0548159,0.8807727,0.8356483,0.7641661,0.940595,0.933015459,1.0620209,0.78035945
522,Annual,447653,182373,51.538249,-1.314311,0.941732,0.9642082,0.97066075,0.973186058,0.99391145,0.98042494,0.7947548,0.8366381,0.944821,0.937695353,0.9486437,1.1449311
533,Annual,444535,175915,51.48044,-1.360078,0.9534184,0.9549665,0.9774433,0.9786721,0.98158616,0.9656471,0.8612165,0.9306729,0.9388419,0.92571659,0.96737003,1.0011007
535,Annual,439205,176585,51.486858,-1.436751,0.8198254,0.74103534,0.92549694,0.943196315,1.0438582,0.75589293,0.7087326,0.80718297,0.84314466,0.839881353,1.0038375,0.88792896
540,Annual,537310,213570,51.803912,-0.00992,0.6382634,0.8379616,0.8576919,0.856318159,0.99729675,1.0774496,0.47425735,0.74689376,0.8019601,0.790419891,0.99770653,1.1576067
546,Multiannual,457443,85007,50.661909,-1.188635,0.9257659,0.92608774,0.9632502,0.960027384,1.0023063,0.9359138,0.5918356,0.8571367,0.89467216,0.774660272,0.9837412,1.0951415
548,Annual,386235,267845,52.308536,-2.203308,0.6351203,0.7185459,0.796988,0.817430051,0.99941844,0.80505973,0.2958964,0.7074203,0.8507683,0.87359005,0.8665268,0.78665286
564,Annual,420365,178835,51.508077,-1.707952,0.8265154,0.87064767,0.915915,0.932535384,0.98764944,0.9024851,0.44455826,0.5493251,0.7697355,0.849870794,0.95495135,0.61521864
569,Annual,444488,171762,51.443105,-1.361276,0.7409433,0.8368866,0.862254,0.852677013,0.9999948,0.91263956,0.08106542,0.6774294,0.6970211,0.819611807,1.0081329,0.8895957
581,Annual,397799,105402,50.848131,-2.032626,0.7492751,0.80934435,0.8656469,0.876506,1.0009518,0.8647317,0.64817107,0.64524937,0.8330641,0.855539926,1.0157497,0.6873795
585,Annual,551984,201580,51.692396,0.197508,0.47090697,0.50085735,0.6945876,0.711175026,0.9981195,0.6052054,0.40068138,0.49793953,0.72925055,0.737652874,1.0129066,0.5773978
593,Annual,407606,204211,51.736551,-1.891249,0.8331398,0.8624767,0.91298515,0.90912668,1.0005028,0.8935071,0.89589477,0.8561456,0.9520701,0.960793576,1.005598,0.8644811
594,Decadal,465405,405705,53.543909,-1.014441,0.75652945,0.7936688,0.9173255,0.868052445,0.91379184,0.8317584,-0.88559496,0.5501751,0.5629125,0.50211556,0.9050941,1.0478561
595,Multiannual,465815,407825,53.562911,-1.007809,0.6669901,0.7354704,0.8286678,0.811262981,0.9933299,0.79856473,-3.0689864,0.05868715,0.10435947,-0.026862706,0.94403607,0.7158083
598,Multiannual,338865,332555,52.886949,-2.910011,0.7778981,0.8754785,0.88761663,0.883088586,0.99529684,0.9465841,-0.06688368,0.6670156,0.6894204,0.749808806,0.98239124,1.118785
608,Annual,456404,154793,51.289482,-1.192528,0.91733795,0.89592034,0.96049035,0.949389345,1.0018585,0.9037292,0.74048007,0.87021124,0.94780946,0.910710768,1.0115445,0.8817295
609,Annual,404385,197035,51.672065,-1.937981,0.32869977,0.6569779,0.7513708,0.703469223,1.002347,1.2363194,0.049325645,0.6533504,0.7950274,0.773122718,1.0541514,1.2742726
610,Annual,504962,461228,54.036348,-0.398808,0.8370567,0.91771334,0.9208026,0.94115647,0.9971304,0.97785026,0.7811998,0.84259444,0.8899166,0.909280539,1.0033818,0.8875428
615,Annual,441601,439799,53.85275,-1.369071,0.630782,0.74131405,0.8056274,0.795294455,1.0051084,0.8293806,0.37784195,0.7544017,0.82671535,0.790845649,1.0205703,0.8271789
618,Annual,408913,169846,51.427547,-1.873183,0.94446313,0.9306911,0.9727231,0.974044159,1.0103493,0.93713063,0.8253789,0.8096459,0.9403429,0.947335008,1.1126139,0.8586007
625,Annual,377335,293135,52.535592,-2.335567,0.70674753,0.7072562,0.8480489,0.857774196,1.0266173,0.7512007,0.51222837,0.52988803,0.7320266,0.736255664,1.0449097,0.6163617
627,Annual,525135,106825,50.847419,-0.223858,0.84189385,0.8066801,0.9244393,0.927432959,1.0091245,0.8222928,0.8934809,0.8064884,0.9563043,0.94239968,1.0015435,0.81149274
631,Annual,572219,324437,52.79001,0.55255,0.65717006,0.7156515,0.8150593,0.816353619,0.99495554,0.7840718,0.36635077,0.4717604,0.6081853,0.665671104,1.0032978,0.6457307
639,Annual,443885,186595,51.576513,-1.36811,0.9238073,0.952504,0.96221113,0.967652105,1.005899,0.97183883,0.81717634,0.8988397,0.94004995,0.950765209,1.0206959,1.078811
642,Annual,396079,108528,50.876232,-2.057092,0.89779174,0.91913164,0.9476244,0.949833029,0.99927545,0.9383889,0.8861779,0.8175106,0.95159113,0.935112061,0.99625623,0.82408845
646,Annual,501216,455163,53.982606,-0.457999,0.7361202,0.82660323,0.88013726,0.893122099,1.0254945,0.8773264,0.25292552,0.60301626,0.8012515,0.835125985,1.0755564,0.6647612
648,Annual,407199,139101,51.15112,-1.898446,0.58450246,0.7509335,0.7932222,0.841111111,1.0333285,0.8652201,0.51224655,0.6809543,0.7833458,0.817783239,1.049037,0.77099025
657,Multiannual,396835,271615,52.342594,-2.047873,0.89970917,0.92617846,0.95185834,0.953264912,0.98236054,0.94688886,-2.692011,0.08265382,0.20972997,0.463712741,1.0734999,1.4599977
661,Annual,541872,244476,52.080462,0.068939,0.86515987,0.8750991,0.9332726,0.927036418,0.9936266,0.8946108,0.53754187,0.81554437,0.8177048,0.7649898,0.9772894,0.9833712
663,Multiannual,395145,324675,52.819578,-2.073476,0.77341765,0.84942555,0.88473034,0.883211088,1.0067475,0.90335745,-1.9113727,-0.14945412,0.6604909,0.545071436,0.9884065,2.0981185
664,Annual,386033,162933,51.365282,-2.202,0.81790006,0.8068764,0.9097507,0.914490316,1.0443617,0.835125,0.88038903,0.7758312,0.9582938,0.953116066,1.0629072,0.7889198
666,Multiannual,517465,104575,50.828801,-0.333477,0.5571408,0.602428,0.7509285,0.70154128,1.0079185,0.6902205,0.5650576,0.64816326,0.7539633,0.74901171,1.0048867,0.74854434
678,Annual,341442,104956,50.84115,-2.833027,0.5569245,0.54051495,0.767424,0.819693176,1.0456244,0.60635984,0.58799875,0.47328573,0.84773904,0.895684116,0.93707,0.49971667
679,Multiannual,398515,318795,52.766741,-2.023441,0.70692503,0.84715766,0.8509717,0.845159254,1.0026563,0.96617484,-0.37570322,0.5544841,0.5624093,0.598658182,0.97772115,0.9193655
680,Annual,430025,338395,52.942101,-1.554651,0.65868235,0.7586829,0.81258565,0.865550526,1.0008407,0.8479847,0.6185566,0.7852005,0.8243569,0.839268417,0.99002737,0.87675846
684,Annual,499801,433899,53.791831,-0.486486,0.77626914,0.76044536,0.8888409,0.920574528,1.0045598,0.78784627,0.5613118,0.67979825,0.75156295,0.819754486,1.0025864,0.7980063
687,Decadal,459726,427307,53.738723,-1.095989,0.817292,0.8820443,0.9468236,0.93837483,0.9355629,0.916732,-17.509485,-0.83598065,0.47241655,0.445648368,1.1392397,2.7530384
690,Annual,629363,167872,51.363571,1.293431,0.6586329,0.8095325,0.83592844,0.844161327,1.021387,0.905658,0.32233447,0.70720017,0.7249607,0.796098047,1.0340866,0.9055412
702,Annual,581321,319657,52.744109,0.68473,0.9183332,0.95488214,0.9735838,0.970000798,0.9908822,0.9645791,0.7938732,0.82515955,0.9425871,0.886723293,0.9922069,1.164962
709,Multiannual,503140,215900,51.832194,-0.5046,0.9614882,0.9686587,0.9806556,0.979838777,1.0032856,0.9755609,0.51824063,0.74389184,0.8181406,0.823140795,0.98545676,1.179742
710,Annual,416545,199235,51.691621,-1.762037,0.4834298,0.7491722,0.7711048,0.772002766,1.0110819,1.10198,0.011170507,0.591325,0.6291906,0.66073315,0.94131386,1.1614746
711,Annual,365161,88822,50.697988,-2.494645,0.8971457,0.9011712,0.9481759,0.955367157,1.01848,0.9179035,0.87330085,0.85464394,0.9502224,0.945490585,1.098246,0.90514064
717,Annual,415095,196165,51.664059,-1.783145,0.74902403,0.8556295,0.8776685,0.873472304,1.0475265,0.9398429,0.7494733,0.8292427,0.8703143,0.905452827,1.0318158,0.89357144
719,Multiannual,583440,331530,52.850006,0.722737,0.83231306,0.8026425,0.9254725,0.923234942,0.9224644,0.83452034,-0.25732386,0.43540263,0.6205212,0.681054627,0.7270851,0.68332565
725,Multiannual,544949,212362,51.791132,0.100289,0.80262214,0.88650775,0.908948,0.812464265,1.0049013,0.9324295,-0.43216336,0.7017652,0.70938206,0.843633268,0.9615525,0.9451649
734,Annual,555158,237027,52.009983,0.259287,0.80392087,0.7939021,0.91042745,0.904611986,1.0031065,0.81441134,0.75485015,0.68790984,0.8899522,0.897825842,1.0014448,0.7079603
737,Decadal,447443,466389,54.091214,-1.276142,0.5297369,0.7430744,0.75115323,0.777415849,0.99908483,0.9360867,-2.4612153,-0.16042268,0.6514891,0.492351142,1.0191683,2.1066985
739,Annual,577902,279029,52.380389,0.612361,0.84494984,0.78982145,0.9428855,0.935446663,1.0145851,0.79825723,0.8863506,0.9052504,0.9566056,0.909731092,1.0132502,0.9168207
745,Annual,457050,139850,51.155066,-1.185638,0.93916124,0.9645197,0.970824,0.970821996,0.99669963,0.98008275,0.888925,0.94060427,0.949896,0.946771717,0.99546117,0.9684281
746,Multiannual,343906,349183,53.036956,-2.837988,0.45185882,0.6841358,0.70239705,0.737113271,1.0015736,0.8941721,-0.93720484,0.078504324,0.07852253,0.143929696,1.0044599,0.9963133
